Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
03.09.04,3:00:00,-200,3.1,-200,25.2,47.9,,
03.09.04,5:00:00,-200,3.3,-200,23.1,55,,
03.09.04,6:00:00,-200,5.1,-200,22.9,56.2,,
03.09.04,2:00:00,-200,5.7,-200,24,50.3,,
03.09.04,1:00:00,-200,8.5,-200,24.9,47.9,,
03.09.04,22:00:00,1.3,8.1,-200,29.1,36.7,,
03.09.04,0:00:00,-200,9.6,-200,26.4,44,,
03.09.04,13:00:00,-200,11.2,-200,35.1,23.2,,
03.09.04,14:00:00,-200,11.6,-200,35.7,22.2,,
03.09.04,23:00:00,1.5,8.1,-200,27.8,40.7,,
03.09.04,15:00:00,-200,13.5,-200,37.6,19.6,,
03.09.04,12:00:00,-200,13.4,-200,36.4,23.6,,
03.09.04,16:00:00,-200,13.9,-200,38.8,17.6,,
03.09.04,21:00:00,2.6,13.1,-200,29.5,33.4,,
03.09.04,17:00:00,4.6,21.9,-200,39.3,16,,
03.09.04,11:00:00,-200,17,-200,34.5,28.5,,
03.09.04,7:00:00,-200,18,-200,22,59.3,,
03.09.04,9:00:00,-200,20,-200,26.7,45.7,,
03.09.04,20:00:00,4,16.3,-200,31,33.1,,
03.09.04,10:00:00,-200,18.9,-200,31.4,34.5,,
03.09.04,18:00:00,4.3,23.2,-200,37,23.6,,
03.09.04,19:00:00,4.9,24.5,-200,33.2,30.1,,
03.09.04,8:00:00,-200,34.5,-200,23.7,54,,
04.09.04,5:00:00,0.8,4.6,-200,22.1,54.5,,
04.09.04,3:00:00,0.8,4.5,-200,25.2,46.4,,
04.09.04,4:00:00,0.8,4.7,-200,23,52.7,,
04.09.04,6:00:00,1,5.3,-200,22.5,53.6,,
04.09.04,22:00:00,1.6,8,-200,29.7,25.4,,
04.09.04,2:00:00,0.9,6.2,-200,25.4,45.9,,
04.09.04,1:00:00,1.2,6.7,-200,25.8,45.4,,
04.09.04,14:00:00,1.4,7.9,-200,37.3,20.3,,
04.09.04,15:00:00,1.6,8.3,-200,38.3,19.3,,
04.09.04,20:00:00,1.7,7.8,-200,30.7,30.7,,
04.09.04,21:00:00,1.9,10.3,-200,30.1,28.7,,
04.09.04,13:00:00,1.8,9.8,-200,37.1,21.2,,
04.09.04,23:00:00,2.6,13.3,-200,29.6,24.3,,
04.09.04,7:00:00,1.7,9.1,-200,22,55.4,,
04.09.04,19:00:00,1.8,9.1,-200,32.8,28.2,,
04.09.04,18:00:00,2.1,10,-200,36.6,22.6,,
04.09.04,16:00:00,2.3,11.9,-200,40.7,17,,
04.09.04,9:00:00,2,10.3,-200,26.7,43,,
04.09.04,17:00:00,2.4,12.3,-200,39.5,18.5,,
04.09.04,8:00:00,1.9,11,-200,23.4,51.6,,
04.09.04,12:00:00,2.3,13.2,-200,38.3,21.5,,
04.09.04,0:00:00,2.2,11.4,-200,26,45.3,,
04.09.04,10:00:00,2.2,11.2,-200,31.3,32.9,,
04.09.04,11:00:00,2.3,12.9,-200,34.8,27.1,,
05.09.04,15:00:00,0.6,1.9,-200,32.6,17.5,,
05.09.04,14:00:00,0.6,2.2,-200,32.2,20.5,,
05.09.04,13:00:00,0.7,2.4,-200,33.2,19,,
05.09.04,16:00:00,0.8,2.7,-200,33,17.5,,
05.09.04,6:00:00,0.7,2.2,-200,25.4,38.6,,
05.09.04,17:00:00,0.9,3.4,-200,32.9,17.5,,
05.09.04,12:00:00,0.9,3,-200,34.5,19.3,,
05.09.04,8:00:00,0.7,2.5,-200,27,34.3,,
05.09.04,18:00:00,1.1,4.3,-200,31.6,18,,
05.09.04,7:00:00,0.6,2.9,-200,25.5,38.2,,
05.09.04,9:00:00,0.8,2.8,-200,29.9,29.6,,
05.09.04,11:00:00,1,2.7,-200,33,23.5,,
05.09.04,3:00:00,0.9,4.2,-200,27.1,33.3,,
05.09.04,10:00:00,0.9,3,-200,31.9,26.8,,
05.09.04,5:00:00,0.9,4.4,-200,25.6,37.6,,
05.09.04,4:00:00,1.1,5.1,-200,26.4,35.1,,
05.09.04,20:00:00,1.5,5.5,-200,27.8,24.4,,
05.09.04,19:00:00,1.7,7,-200,29.3,20.4,,
05.09.04,23:00:00,1.3,5.1,-200,25.9,32.9,,
05.09.04,2:00:00,1.5,7.3,-200,27.5,30.9,,
05.09.04,21:00:00,1.6,7,-200,27.1,26.9,,
05.09.04,22:00:00,1.7,6.7,-200,26.3,29.5,,
05.09.04,1:00:00,3,18.5,-200,27.2,33.3,,
05.09.04,0:00:00,5.8,30.3,-200,28,29.1,,
06.09.04,3:00:00,0.5,1,-200,24,45.5,,
06.09.04,4:00:00,-200,1,-200,23.9,47.4,,
06.09.04,2:00:00,0.6,1.7,-200,24.3,42.9,,
06.09.04,5:00:00,0.4,1.9,-200,23.5,49.1,,
06.09.04,1:00:00,1,3.2,-200,24.8,40.1,,
06.09.04,23:00:00,1.2,4.8,-200,25,37.3,,
06.09.04,12:00:00,1.3,5.3,-200,29.2,28.6,,
06.09.04,22:00:00,1.3,5.8,-200,25.4,35.2,,
06.09.04,21:00:00,1.3,5.5,-200,25.7,35.8,,
06.09.04,14:00:00,1.2,5.4,-200,29.8,28,,
06.09.04,6:00:00,0.7,3.1,-200,23.7,49.2,,
06.09.04,0:00:00,1.3,4.1,-200,25.3,36.9,,
06.09.04,13:00:00,1.4,6,-200,29.4,28.3,,
06.09.04,15:00:00,1.3,6.1,-200,30.1,26.7,,
06.09.04,11:00:00,1.4,6.6,-200,29.2,29.1,,
06.09.04,10:00:00,1.3,5.7,-200,27.6,34.2,,
06.09.04,16:00:00,1.5,6.7,-200,30.1,27.2,,
06.09.04,20:00:00,1.8,8.5,-200,26.8,33.8,,
06.09.04,9:00:00,1.7,8,-200,26.3,38.3,,
06.09.04,17:00:00,2.3,11.7,-200,29.6,27.5,,
06.09.04,8:00:00,1.9,8.5,-200,24.3,45.4,,
06.09.04,18:00:00,2.6,13.5,-200,29.6,27.7,,
06.09.04,7:00:00,1.8,7.8,-200,23.6,49.6,,
06.09.04,19:00:00,2.9,13.5,-200,28,30.1,,
07.09.04,23:00:00,-200,-200,-200,-200,-200,,
07.09.04,2:00:00,0.6,2.7,-200,24,43.7,,
07.09.04,3:00:00,0.6,3.6,-200,21.9,48.3,,
07.09.04,4:00:00,0.6,4.4,-200,22.4,47.2,,
07.09.04,5:00:00,0.7,4,-200,22.9,46.5,,
07.09.04,1:00:00,0.8,3,-200,24.2,43.8,,
07.09.04,15:00:00,1.4,7.1,-200,31.6,20.8,,
07.09.04,14:00:00,1.4,7.9,-200,31.5,21.5,,
07.09.04,16:00:00,1.6,9,-200,32.4,19.4,,
07.09.04,0:00:00,1.2,5.2,-200,24.6,40.5,,
07.09.04,13:00:00,2.2,10.7,-200,31.7,20.5,,
07.09.04,11:00:00,1.7,8,89,31.6,25.5,,
07.09.04,12:00:00,2.1,10.1,-200,32.5,21.2,,
07.09.04,6:00:00,1.3,7.7,64,23.1,47,,
07.09.04,17:00:00,2.3,11.2,-200,31.7,20.3,,
07.09.04,22:00:00,-200,10,-200,25.4,35.2,,
07.09.04,9:00:00,2.1,10.2,64,27.3,38.3,,
07.09.04,21:00:00,2.2,11.1,-200,26.3,34.1,,
07.09.04,10:00:00,2.2,10.4,74,31,29.1,,
07.09.04,18:00:00,3.3,16,-200,31.1,21,,
07.09.04,20:00:00,3.3,15.3,-200,27.4,30.8,,
07.09.04,19:00:00,4.1,19.9,-200,28.9,25.4,,
07.09.04,7:00:00,2.5,13.9,72,23.7,46.2,,
07.09.04,8:00:00,3.4,22,73,25.8,41.9,,
08.09.04,17:00:00,3.4,-200,-200,-200,-200,,
08.09.04,0:00:00,-200,-200,-200,-200,-200,,
08.09.04,1:00:00,-200,-200,-200,-200,-200,,
08.09.04,2:00:00,-200,-200,-200,-200,-200,,
08.09.04,3:00:00,-200,-200,-200,-200,-200,,
08.09.04,4:00:00,-200,-200,-200,-200,-200,,
08.09.04,5:00:00,-200,-200,-200,-200,-200,,
08.09.04,6:00:00,-200,-200,-200,-200,-200,,
08.09.04,7:00:00,-200,-200,-200,-200,-200,,
08.09.04,8:00:00,-200,-200,-200,-200,-200,,
08.09.04,10:00:00,-200,-200,-200,-200,-200,,
08.09.04,11:00:00,-200,-200,-200,-200,-200,,
08.09.04,12:00:00,-200,-200,-200,-200,-200,,
08.09.04,13:00:00,-200,-200,-200,-200,-200,,
08.09.04,14:00:00,-200,-200,-200,-200,-200,,
08.09.04,15:00:00,-200,-200,-200,-200,-200,,
08.09.04,16:00:00,-200,-200,-200,-200,-200,,
08.09.04,23:00:00,2,10.6,131,25.4,30.5,,
08.09.04,21:00:00,2.8,15.8,155,26.8,28.9,,
08.09.04,22:00:00,2.6,14.6,146,25.1,32.3,,
08.09.04,20:00:00,3.8,18.1,163,28.2,24.8,,
08.09.04,9:00:00,-200,34.5,-200,22.7,33,,
08.09.04,18:00:00,4,18.9,188,32.4,19.8,,
08.09.04,19:00:00,4.7,24.1,176,29.9,22.3,,
09.09.04,4:00:00,0.2,2.3,68,21.4,35.7,,
09.09.04,5:00:00,0.4,2.7,65,21.7,33.4,,
09.09.04,3:00:00,0.3,2.3,-200,23,33,,
09.09.04,2:00:00,0.6,3.8,89,22.3,33.6,,
09.09.04,6:00:00,0.6,4.9,81,20.3,35.5,,
09.09.04,1:00:00,1.2,7.4,98,23.2,30.5,,
09.09.04,0:00:00,1.4,7.5,119,24.9,28.3,,
09.09.04,12:00:00,1.7,12.6,116,37.1,15,,
09.09.04,23:00:00,1.5,9.3,114,26.2,35.7,,
09.09.04,22:00:00,1.5,11.3,111,27.4,31.5,,
09.09.04,13:00:00,2,13,129,35,17.3,,
09.09.04,21:00:00,2,11,136,28.3,30.1,,
09.09.04,15:00:00,2.4,15,152,35.4,16.6,,
09.09.04,11:00:00,2.2,14.8,143,34.9,18.5,,
09.09.04,14:00:00,2.5,16.2,168,35.1,17.5,,
09.09.04,16:00:00,2.9,16.2,175,38.4,13.8,,
09.09.04,7:00:00,3,18.2,136,19.7,37.5,,
09.09.04,10:00:00,3.1,19.9,171,31,21.9,,
09.09.04,8:00:00,3.2,21.4,130,21,35.6,,
09.09.04,20:00:00,3.6,16.6,165,29.3,30.7,,
09.09.04,17:00:00,4.2,22.7,212,37.6,14.5,,
09.09.04,19:00:00,4.3,22.3,175,31.2,25.5,,
09.09.04,9:00:00,3.5,21.3,157,25,28.9,,
09.09.04,18:00:00,5.4,32.3,220,35.2,16.6,,
10.09.04,4:00:00,0.4,2.9,41,24.5,38.5,,
10.09.04,3:00:00,0.5,2.8,-200,24.2,38.5,,
10.09.04,2:00:00,0.5,3.5,58,23.7,39.1,,
10.09.04,5:00:00,0.5,3.6,55,22.4,43.5,,
10.09.04,6:00:00,0.7,5.5,73,22.3,43.8,,
10.09.04,1:00:00,1,5.5,75,24.4,39.1,,
10.09.04,21:00:00,1.4,8.2,119,27.1,31,,
10.09.04,0:00:00,1.2,7.3,96,25.2,38.1,,
10.09.04,22:00:00,1.6,9.2,127,26,33.4,,
10.09.04,15:00:00,2.1,12.2,143,33.6,19.6,,
10.09.04,23:00:00,1.7,9.3,131,25.1,35.7,,
10.09.04,14:00:00,1.9,12.6,135,33,20.1,,
10.09.04,10:00:00,2,12.8,131,30.3,23,,
10.09.04,16:00:00,2.5,13.4,153,34.9,18.4,,
10.09.04,12:00:00,2.4,15.4,151,34.3,17.7,,
10.09.04,11:00:00,2.5,15.7,144,32.8,18.9,,
10.09.04,20:00:00,2.6,12.9,159,27.7,30.1,,
10.09.04,17:00:00,2.7,14.3,149,33.4,20.3,,
10.09.04,13:00:00,2.6,15.6,165,33.3,18.9,,
10.09.04,7:00:00,2.4,15.5,108,21.4,45.8,,
10.09.04,18:00:00,3.3,16.5,164,31.6,22.7,,
10.09.04,19:00:00,3.2,17.4,180,29.2,26.9,,
10.09.04,9:00:00,3,17.8,150,26.6,30.3,,
10.09.04,8:00:00,4.1,28.3,147,22.9,41.3,,
11.09.04,4:00:00,-200,2.3,-200,23.5,40.9,,
11.09.04,3:00:00,-200,3.1,-200,23.6,40.5,,
11.09.04,5:00:00,-200,3.1,-200,20.5,48.4,,
11.09.04,2:00:00,-200,4.2,-200,23.2,41.2,,
11.09.04,6:00:00,-200,4,-200,20.7,48.4,,
11.09.04,1:00:00,-200,6.2,-200,23.4,40.7,,
11.09.04,14:00:00,-200,7,-200,33,21.3,,
11.09.04,15:00:00,-200,7,-200,33.9,21.2,,
11.09.04,0:00:00,1.6,10.4,101,24.3,38.5,,
11.09.04,13:00:00,-200,9.1,-200,32.7,22.7,,
11.09.04,12:00:00,-200,9.7,-200,33.8,21.9,,
11.09.04,7:00:00,-200,10.8,-200,19.9,50.8,,
11.09.04,17:00:00,-200,9.8,-200,34.2,22.6,,
11.09.04,16:00:00,-200,9.5,-200,35.9,20.3,,
11.09.04,20:00:00,-200,8.7,-200,27.2,38,,
11.09.04,18:00:00,-200,11.7,-200,32,27.3,,
11.09.04,9:00:00,-200,10.3,-200,24,40.8,,
11.09.04,11:00:00,-200,12.7,-200,31.9,24.7,,
11.09.04,8:00:00,-200,13,-200,21.3,47.2,,
11.09.04,21:00:00,-200,10.9,-200,26.1,41.1,,
11.09.04,19:00:00,-200,13.9,-200,29.3,32.6,,
11.09.04,23:00:00,-200,12.4,-200,24.6,47.2,,
11.09.04,22:00:00,-200,12.3,-200,25.3,44.6,,
11.09.04,10:00:00,-200,16.3,-200,28.7,30.3,,
12.09.04,5:00:00,-200,2.3,-200,21.8,55.2,,
12.09.04,6:00:00,-200,2.5,-200,21.7,55.4,,
12.09.04,4:00:00,-200,4.2,-200,21.6,55.8,,
12.09.04,3:00:00,-200,4.9,-200,22.4,53.6,,
12.09.04,14:00:00,-200,3.5,-200,27.8,49.4,,
12.09.04,7:00:00,-200,4.9,-200,20.6,59.8,,
12.09.04,15:00:00,-200,3.3,-200,25.4,59.9,,
12.09.04,8:00:00,-200,6.6,-200,22.1,55.3,,
12.09.04,9:00:00,-200,6.5,-200,24.8,48.2,,
12.09.04,2:00:00,-200,8.4,-200,22,55.8,,
12.09.04,1:00:00,-200,8,-200,23.6,50.4,,
12.09.04,10:00:00,-200,6.4,-200,27.9,43.4,,
12.09.04,11:00:00,-200,5.6,-200,30.1,38.5,,
12.09.04,12:00:00,-200,6.4,-200,28.2,48.6,,
12.09.04,18:00:00,-200,8,-200,27.4,51.4,,
12.09.04,23:00:00,-200,12.2,-200,23,64.8,,
12.09.04,13:00:00,-200,7.6,-200,24.8,70.4,,
12.09.04,0:00:00,-200,12.1,-200,24.1,48.8,,
12.09.04,16:00:00,-200,6.6,-200,26.1,66.8,,
12.09.04,17:00:00,-200,8.3,-200,28,53.2,,
12.09.04,19:00:00,-200,12.6,-200,25.7,55.8,,
12.09.04,21:00:00,-200,14.8,-200,24.2,61.6,,
12.09.04,20:00:00,-200,17.5,-200,24.6,60.3,,
12.09.04,22:00:00,-200,23.3,-200,23.8,63.5,,
13.09.04,3:00:00,-200,3.7,-200,20.4,70.7,,
13.09.04,4:00:00,-200,4,-200,19.4,73.4,,
13.09.04,2:00:00,-200,3.8,-200,21,68.6,,
13.09.04,1:00:00,-200,4.6,-200,22.8,63.3,,
13.09.04,5:00:00,-200,5.5,-200,19.5,72,,
13.09.04,23:00:00,1,6.9,39,26,46.4,,
13.09.04,0:00:00,-200,7.2,-200,23,63.3,,
13.09.04,6:00:00,-200,8.3,-200,19.7,70.3,,
13.09.04,15:00:00,2,11.3,208,32.6,31.8,,
13.09.04,14:00:00,2.2,12.6,120,32.1,33.5,,
13.09.04,16:00:00,2.3,14.9,128,35.2,25.2,,
13.09.04,22:00:00,2.1,14.6,112,25.1,49.4,,
13.09.04,17:00:00,3.1,18.5,145,34.3,24.7,,
13.09.04,13:00:00,3,17.9,137,32.2,34.2,,
13.09.04,9:00:00,-200,17.7,-200,23,60.2,,
13.09.04,21:00:00,3,19.9,172,26.1,46.4,,
13.09.04,11:00:00,2.9,16.3,138,30,41.6,,
13.09.04,12:00:00,3,18.2,138,32.6,34.8,,
13.09.04,10:00:00,3.1,18.4,138,25.4,53,,
13.09.04,18:00:00,-200,25.2,-200,31.5,29.9,,
13.09.04,20:00:00,4.7,26.7,177,27.1,42.2,,
13.09.04,7:00:00,-200,28.2,-200,20.4,66.7,,
13.09.04,8:00:00,-200,32.1,-200,21.8,61.8,,
13.09.04,19:00:00,6.2,35.9,168,29,36.6,,
14.09.04,2:00:00,-200,3.2,-200,23.5,52.6,,
14.09.04,3:00:00,-200,3.9,-200,20.8,62.1,,
14.09.04,1:00:00,0.7,3.9,51,24.8,49,,
14.09.04,4:00:00,-200,4.6,-200,19.9,65.5,,
14.09.04,5:00:00,-200,5,-200,20.6,62.9,,
14.09.04,22:00:00,-200,3.6,-200,20.6,78.8,,
14.09.04,0:00:00,0.8,5.6,68,24.7,49.2,,
14.09.04,21:00:00,-200,4.2,-200,19.7,82.5,,
14.09.04,23:00:00,-200,4.4,-200,19.2,87.2,,
14.09.04,14:00:00,-200,8.2,-200,34,33.6,,
14.09.04,20:00:00,-200,6.7,-200,20.3,77.2,,
14.09.04,6:00:00,-200,9.6,-200,21.3,59.4,,
14.09.04,13:00:00,-200,14,-200,33.2,33.8,,
14.09.04,19:00:00,-200,13.9,-200,24.8,61.6,,
14.09.04,10:00:00,-200,11.8,-200,29,45.5,,
14.09.04,12:00:00,-200,15.8,-200,32.3,35.9,,
14.09.04,15:00:00,-200,13.7,-200,29.9,45.6,,
14.09.04,11:00:00,-200,15.8,-200,30.1,42,,
14.09.04,18:00:00,-200,18.7,-200,28.6,48.2,,
14.09.04,16:00:00,-200,19.5,-200,27.7,53.7,,
14.09.04,9:00:00,-200,20.9,-200,26.5,50.2,,
14.09.04,17:00:00,-200,26.7,-200,28,52.7,,
14.09.04,8:00:00,-200,32.1,-200,23.2,55.4,,
14.09.04,7:00:00,-200,27.8,-200,22,58.3,,
15.09.04,1:00:00,-200,2.6,-200,21.4,74,,
15.09.04,3:00:00,-200,3,-200,20.7,77.8,,
15.09.04,2:00:00,-200,3.1,-200,20.5,78.2,,
15.09.04,4:00:00,-200,3.4,-200,20.5,78,,
15.09.04,5:00:00,-200,4,-200,20.6,76.2,,
15.09.04,0:00:00,-200,4.2,-200,20.5,81.5,,
15.09.04,23:00:00,1.5,8.6,69,22.1,66.5,,
15.09.04,6:00:00,-200,7.8,-200,20.1,77.4,,
15.09.04,21:00:00,1.9,9.2,93,23.1,62.8,,
15.09.04,22:00:00,1.8,10.3,74,22.1,67.3,,
15.09.04,14:00:00,-200,16.1,-200,24.2,65.6,,
15.09.04,16:00:00,-200,17.2,-200,26.3,56.5,,
15.09.04,13:00:00,-200,17.2,-200,24.1,65.5,,
15.09.04,7:00:00,-200,16.1,-200,20.9,73.3,,
15.09.04,17:00:00,3.3,17.3,112,26.9,53.1,,
15.09.04,20:00:00,4.4,20.1,135,23.9,58.9,,
15.09.04,9:00:00,-200,17.8,-200,22.5,68.9,,
15.09.04,15:00:00,-200,18.6,-200,24.6,63.9,,
15.09.04,12:00:00,-200,21,-200,23.5,69.2,,
15.09.04,10:00:00,-200,18.5,-200,23.7,64.5,,
15.09.04,11:00:00,-200,21.6,-200,23.2,68.4,,
15.09.04,8:00:00,-200,27.6,-200,21.2,72.3,,
15.09.04,18:00:00,6.1,28.6,170,26.5,50.8,,
15.09.04,19:00:00,6.7,31.8,173,25.1,55.8,,
16.09.04,2:00:00,0.5,2.6,49,21.7,67.4,,
16.09.04,4:00:00,0.6,4.5,42,19.1,76,,
16.09.04,1:00:00,0.8,4.8,55,21.9,67.1,,
16.09.04,3:00:00,0.7,4.3,-200,20.2,73.8,,
16.09.04,22:00:00,1.9,9.6,-200,21.4,54.8,,
16.09.04,23:00:00,1.5,8.5,-200,20.8,57.2,,
16.09.04,5:00:00,0.9,6.6,50,19.4,75.4,,
16.09.04,11:00:00,1.3,6.8,79,18.7,73.1,,
16.09.04,21:00:00,2,9.4,94,21.2,55.2,,
16.09.04,14:00:00,1.7,9.8,102,22.9,47.9,,
16.09.04,15:00:00,1.9,10.2,107,23.3,46.2,,
16.09.04,12:00:00,1.7,10,95,21.1,58.3,,
16.09.04,13:00:00,2.1,11.7,127,23.3,47.1,,
16.09.04,0:00:00,1.6,8.6,109,21.1,70.1,,
16.09.04,16:00:00,2.3,12,110,23.7,45.4,,
16.09.04,6:00:00,1.4,10.1,53,19.7,74.4,,
16.09.04,20:00:00,2.9,13.8,117,21.3,54.8,,
16.09.04,19:00:00,3.6,17.6,104,21.9,53.1,,
16.09.04,18:00:00,3.5,18.8,113,23,49.3,,
16.09.04,17:00:00,3.3,17.7,124,23.8,46.1,,
16.09.04,10:00:00,2.5,13,96,22.9,59.1,,
16.09.04,9:00:00,3.6,21.6,96,21.6,67.7,,
16.09.04,8:00:00,4.1,25,81,20.4,72.8,,
16.09.04,7:00:00,4.2,23.4,86,19.9,74.3,,
17.09.04,4:00:00,0.3,1.2,23,19.7,61.9,,
17.09.04,5:00:00,0.3,1.3,24,19.6,59.1,,
17.09.04,3:00:00,0.4,2,-200,20,59.1,,
17.09.04,2:00:00,0.5,3.2,40,20.6,56.6,,
17.09.04,6:00:00,0.5,2.2,41,19.8,56.7,,
17.09.04,1:00:00,0.8,6.1,72,21.4,52.1,,
17.09.04,14:00:00,1.1,6.3,81,23.2,42.8,,
17.09.04,22:00:00,1.2,5.5,90,22.2,42.7,,
17.09.04,9:00:00,1.4,6.7,81,20.2,53.1,,
17.09.04,23:00:00,1.3,6.3,94,22.1,42.8,,
17.09.04,21:00:00,1.5,6.9,105,22.1,43,,
17.09.04,0:00:00,1.1,10.7,109,21.3,55.8,,
17.09.04,11:00:00,1.6,8.6,113,23.5,41.6,,
17.09.04,10:00:00,1.6,7.6,95,22,47,,
17.09.04,12:00:00,1.6,9,89,22.8,41.8,,
17.09.04,15:00:00,1.6,9.4,82,23.6,43.2,,
17.09.04,20:00:00,2.2,10,110,22.3,42.2,,
17.09.04,13:00:00,2.1,10.7,88,23.4,40.4,,
17.09.04,8:00:00,2.2,9.7,91,19.7,57.8,,
17.09.04,16:00:00,2.4,12.5,115,23.9,40.8,,
17.09.04,19:00:00,3.1,15.9,129,22.8,42.5,,
17.09.04,18:00:00,2.7,14.8,116,23.2,43.3,,
17.09.04,17:00:00,2.9,15.2,112,23.6,42.8,,
17.09.04,7:00:00,2.4,14.6,99,20.2,55.6,,
18.09.04,5:00:00,0.5,2.3,42,20.2,46.7,,
18.09.04,4:00:00,-200,2.7,45,20.6,45.9,,
18.09.04,3:00:00,0.6,2.4,-200,20.4,47.1,,
18.09.04,2:00:00,0.7,3.2,57,21.1,44.5,,
18.09.04,6:00:00,0.8,3.6,71,20.1,47.8,,
18.09.04,1:00:00,0.9,3.7,70,21.5,45.6,,
18.09.04,14:00:00,1.1,5,78,27.6,29.2,,
18.09.04,11:00:00,1.2,5.2,82,26.6,30.7,,
18.09.04,8:00:00,1.1,5,81,20.7,49.7,,
18.09.04,15:00:00,1.1,5.3,73,28.1,28.6,,
18.09.04,7:00:00,1.2,6.4,82,20,50.7,,
18.09.04,10:00:00,1.4,6.6,83,25.4,34.8,,
18.09.04,16:00:00,1.3,5.3,73,29.1,26.8,,
18.09.04,12:00:00,1.4,6.6,78,27.7,28.1,,
18.09.04,0:00:00,1.4,6.7,96,22.1,43.5,,
18.09.04,13:00:00,1.6,7.6,79,27.6,28.7,,
18.09.04,17:00:00,1.5,6.5,100,28.4,28.3,,
18.09.04,9:00:00,1.6,7.9,89,24.3,39.5,,
18.09.04,21:00:00,1.5,7.5,109,23.5,40.6,,
18.09.04,20:00:00,2,9.2,116,24.7,37.1,,
18.09.04,22:00:00,1.7,9,109,22.8,43.4,,
18.09.04,18:00:00,2,9.2,122,26.6,32.1,,
18.09.04,19:00:00,2.4,11.6,132,25.3,35.3,,
18.09.04,23:00:00,2.5,12.1,116,22.2,47.9,,
19.09.04,5:00:00,0.5,2.3,35,19.3,57,,
19.09.04,6:00:00,0.6,2.9,44,18.2,60.8,,
19.09.04,4:00:00,0.9,3.8,54,18.8,59.5,,
19.09.04,7:00:00,1,4.8,62,16.8,66.8,,
19.09.04,15:00:00,1.2,5.1,70,31.1,26.1,,
19.09.04,2:00:00,1.2,6.2,64,19.6,56.6,,
19.09.04,3:00:00,1.2,7.8,-200,18.8,59.8,,
19.09.04,8:00:00,1.3,7.7,68,18.6,60,,
19.09.04,1:00:00,1.4,7.1,81,20.6,53.2,,
19.09.04,14:00:00,2,10.8,87,29.8,28.5,,
19.09.04,9:00:00,1.7,8.8,85,22.2,48,,
19.09.04,16:00:00,1.8,8.3,106,34.6,22.4,,
19.09.04,13:00:00,2,11.9,106,29.6,28.6,,
19.09.04,22:00:00,1.7,8.5,99,23.6,50,,
19.09.04,11:00:00,2.1,10.2,115,30,28.5,,
19.09.04,23:00:00,1.8,8.7,100,22.7,53.6,,
19.09.04,10:00:00,2.2,10.6,110,26.5,35.7,,
19.09.04,21:00:00,1.9,8.8,121,24.7,46.4,,
19.09.04,12:00:00,2.2,11,129,32.2,24.7,,
19.09.04,0:00:00,2.2,10.5,104,21.3,50.5,,
19.09.04,18:00:00,3.8,16.8,179,30,31.4,,
19.09.04,20:00:00,3.8,15.3,187,26.2,42.5,,
19.09.04,17:00:00,4.3,20.7,151,33.2,25.4,,
19.09.04,19:00:00,4.4,20.4,188,27.5,38.1,,
20.09.04,4:00:00,0.5,2.2,50,19.5,63.5,,
20.09.04,3:00:00,0.6,2.2,-200,19.9,62.3,,
20.09.04,5:00:00,0.5,2.7,47,20.2,60.8,,
20.09.04,2:00:00,0.7,3,43,21.4,57.6,,
20.09.04,1:00:00,0.8,4,57,22.8,53,,
20.09.04,6:00:00,0.9,4.7,60,19.4,63.5,,
20.09.04,0:00:00,1.1,5.7,79,22.7,53.8,,
20.09.04,23:00:00,1.4,7.7,94,23,43,,
20.09.04,21:00:00,2.1,11.7,118,24.8,33.7,,
20.09.04,22:00:00,2,9.9,115,23.9,38.1,,
20.09.04,14:00:00,2.6,11.8,125,30.5,29.3,,
20.09.04,15:00:00,2.4,11.9,122,31.8,27.4,,
20.09.04,13:00:00,3,16.3,136,30.2,30.2,,
20.09.04,20:00:00,4.1,19.5,168,26.5,31.7,,
20.09.04,16:00:00,2.6,15.5,124,34.3,23.2,,
20.09.04,12:00:00,3.1,17.6,165,31.5,30.8,,
20.09.04,11:00:00,3.7,18.6,174,29.9,34,,
20.09.04,10:00:00,3.5,18.1,173,26.4,41.9,,
20.09.04,7:00:00,3.5,21.7,91,18.7,65.6,,
20.09.04,17:00:00,5,28.8,184,34.1,23,,
20.09.04,18:00:00,5.6,31.1,200,30.5,29.2,,
20.09.04,8:00:00,-200,32.2,-200,20.1,60.6,,
20.09.04,19:00:00,6.5,34.9,225,28.1,32.4,,
20.09.04,9:00:00,5.7,27.5,159,23.5,49.7,,
21.09.04,4:00:00,0.4,2.1,36,20.8,55.9,,
21.09.04,3:00:00,0.5,2.4,-200,21.8,51.4,,
21.09.04,2:00:00,0.6,3.1,50,22.1,49.8,,
21.09.04,5:00:00,0.6,3.3,53,18.8,63,,
21.09.04,1:00:00,0.8,4.1,68,22.3,47.7,,
21.09.04,0:00:00,0.8,4.4,62,23.5,44.7,,
21.09.04,6:00:00,1.4,8.1,79,18.3,65.5,,
21.09.04,23:00:00,1.3,7.7,77,22.1,58.4,,
21.09.04,22:00:00,1.5,8.1,92,23,55.8,,
21.09.04,21:00:00,2.4,11.9,123,23.6,53.6,,
21.09.04,14:00:00,2.3,12.7,143,29.2,37.9,,
21.09.04,15:00:00,2.6,14.6,152,30.5,34.9,,
21.09.04,11:00:00,3.1,17,158,28.5,39,,
