,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
518,None,282.42,0.0,0.0,20,Clouds,few clouds,10/23/2012 5:00,2669,low
16039,None,287.44,0.0,0.0,1,Mist,mist,6/27/2015 4:00,513,very low
36660,None,291.79,0.0,0.0,90,Mist,mist,8/26/2017 21:00,2912,medium
5555,None,293.41,0.0,0.0,1,Clear,sky is clear,4/27/2013 15:00,4749,high
18936,None,300.18,0.0,0.0,1,Clear,sky is clear,10/11/2015 14:00,2667,low
6709,None,285.65,0.25,0.0,92,Mist,mist,6/6/2013 0:00,655,very low
46205,None,291.79,0.0,0.0,1,Clear,sky is clear,7/27/2018 10:00,4571,high
38539,None,272.92,0.0,0.0,90,Snow,light snow,11/1/2017 9:00,5339,high
40560,None,260.07,0.0,0.0,75,Snow,light snow,1/11/2018 18:00,3130,medium
27666,None,284.454,0.0,0.0,80,Clouds,broken clouds,10/29/2016 2:00,580,very low
27819,None,277.01,0.0,0.0,1,Fog,fog,11/4/2016 7:00,6166,very high
24868,None,299.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/11/2016 13:00,4475,high
8780,None,294.67,0.0,0.0,80,Clouds,broken clouds,9/4/2013 21:00,2536,low
1895,None,270.91,0.0,0.0,90,Snow,snow,12/10/2012 19:00,2520,low
8484,None,286.6,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 4:00,301,very low
45476,None,293.21,0.0,0.0,90,Rain,heavy intensity rain,7/1/2018 11:00,3323,medium
21308,None,272.29,0.0,0.0,1,Clear,sky is clear,2/15/2016 13:00,4710,high
46598,None,302.41,0.0,0.0,20,Clouds,few clouds,8/10/2018 14:00,5367,high
18283,None,301.3,0.0,0.0,1,Clear,sky is clear,9/15/2015 18:00,4733,high
35504,None,293.69,0.0,0.0,40,Mist,mist,7/20/2017 2:00,361,very low
41409,None,257.65,0.0,0.0,5,Clear,sky is clear,2/10/2018 21:00,3962,medium
29379,None,275.21,0.0,0.0,90,Snow,light snow,12/23/2016 11:00,4687,high
2266,None,267.33,0.0,0.0,90,Mist,mist,12/21/2012 6:00,5014,high
17802,None,286.05,0.3,0.0,1,Rain,light rain,8/29/2015 3:00,425,very low
6287,None,286.64,0.0,0.0,90,Drizzle,drizzle,5/22/2013 15:00,5781,high
17430,None,296.36,0.55,0.0,75,Thunderstorm,proximity thunderstorm with drizzle,8/16/2015 18:00,3793,medium
46596,None,300.65,0.0,0.0,1,Clear,sky is clear,8/10/2018 12:00,4941,high
37156,None,302.0,0.0,0.0,1,Clear,sky is clear,9/14/2017 14:00,5601,high
33696,None,290.48,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,5/17/2017 2:00,287,very low
40861,None,272.72,0.0,0.0,90,Mist,mist,1/22/2018 10:00,3351,medium
48011,None,295.44,0.0,0.0,40,Clouds,scattered clouds,9/23/2018 14:00,4091,medium
29339,None,273.91,0.0,0.0,40,Clouds,scattered clouds,12/21/2016 22:00,2069,low
9234,None,286.64,0.38,0.0,90,Drizzle,drizzle,10/3/2013 11:00,4853,high
24756,None,298.45,0.0,0.0,40,Clouds,scattered clouds,7/7/2016 12:00,4458,high
20649,None,255.22,0.0,0.0,1,Clear,sky is clear,1/16/2016 6:00,1211,very low
26376,None,293.94,2.39,0.0,75,Rain,heavy intensity rain,9/6/2016 7:00,5620,high
40765,None,276.15,0.0,0.0,75,Clouds,broken clouds,1/18/2018 17:00,6039,very high
1327,None,286.67,0.0,0.0,40,Clouds,scattered clouds,11/20/2012 12:00,5099,high
11036,None,269.0,0.0,0.0,64,Mist,mist,12/28/2013 7:00,1380,very low
32058,None,278.55,0.0,0.0,90,Haze,haze,3/25/2017 20:00,3107,medium
34627,None,289.35,0.0,0.0,90,Rain,light rain,6/18/2017 3:00,390,very low
25023,None,292.0,0.0,0.0,0,Clear,Sky is Clear,7/17/2016 21:00,2611,low
5096,None,274.51,0.0,0.0,90,Snow,heavy snow,4/13/2013 18:00,4385,high
46280,None,287.15,0.0,0.0,1,Mist,mist,7/30/2018 6:00,5560,high
2717,None,267.71,0.0,0.0,20,Haze,haze,1/6/2013 13:00,3840,medium
42679,None,273.84,0.0,0.0,90,Mist,mist,3/27/2018 7:00,6696,very high
46337,None,294.51,0.0,0.0,75,Rain,light rain,8/1/2018 10:00,4665,high
39464,None,285.22,0.0,0.0,90,Rain,light rain,12/4/2017 12:00,4705,high
47518,None,291.22,0.0,0.0,20,Clouds,few clouds,9/7/2018 21:00,2803,low
32702,None,286.71,0.0,0.0,90,Drizzle,drizzle,4/15/2017 3:00,409,very low
27065,None,284.76,0.0,0.0,0,Clear,Sky is Clear,10/3/2016 8:00,4873,high
5251,None,274.79,0.0,0.0,90,Rain,light rain,4/18/2013 22:00,1532,low
23800,None,297.56,0.0,0.0,75,Clouds,broken clouds,5/30/2016 11:00,3230,medium
38160,None,293.75,0.0,0.0,1,Clear,sky is clear,10/19/2017 14:00,5526,high
43183,None,276.88,0.0,0.0,90,Rain,light rain,4/13/2018 13:00,5174,high
13475,None,281.37,0.0,0.0,75,Clouds,broken clouds,4/7/2014 0:00,531,very low
36903,None,286.69,0.0,0.0,75,Thunderstorm,thunderstorm with light rain,9/4/2017 18:00,3583,medium
18292,None,295.57,0.25,0.0,1,Rain,light rain,9/16/2015 2:00,278,very low
3867,None,267.2,0.0,0.0,90,Mist,mist,2/24/2013 21:00,1837,low
14580,None,285.12,0.0,0.0,0,Clear,Sky is Clear,5/23/2014 7:00,6165,very high
46656,None,300.88,0.0,0.0,5,Clear,sky is clear,8/12/2018 12:00,4037,medium
43718,None,290.28,0.0,0.0,1,Clear,sky is clear,5/1/2018 6:00,5653,high
6520,None,289.03,0.0,0.0,40,Mist,mist,5/30/2013 9:00,5303,high
39614,None,272.65,0.0,0.0,90,Snow,light snow,12/8/2017 23:00,1846,low
23645,None,290.14,1.78,0.0,90,Mist,mist,5/26/2016 4:00,1050,very low
9581,None,274.54,0.25,0.0,0,Rain,light rain,10/20/2013 0:00,1408,very low
12449,None,257.64,0.0,0.0,1,Clear,sky is clear,2/23/2014 2:00,570,very low
37174,None,292.67,0.0,0.0,75,Clouds,broken clouds,9/15/2017 8:00,6039,very high
26697,None,285.59,0.0,0.0,1,Mist,mist,9/17/2016 22:00,3029,medium
12081,None,260.06,0.0,0.0,1,Clear,sky is clear,2/7/2014 18:00,4876,high
43947,None,288.69,0.0,0.0,40,Rain,light rain,5/9/2018 13:00,4933,high
2562,None,263.95,0.0,0.0,90,Clouds,overcast clouds,1/1/2013 3:00,576,very low
8739,None,299.35,0.0,0.0,0,Clear,Sky is Clear,8/30/2013 23:00,2101,low
13615,None,282.53,0.25,0.0,90,Rain,light rain,4/12/2014 20:00,2907,low
29498,None,275.29,0.0,0.0,90,Snow,light snow,12/25/2016 22:00,1481,low
23467,None,294.56,0.0,0.0,40,Clouds,scattered clouds,5/19/2016 13:00,5005,high
21237,None,260.3,0.0,0.0,1,Clear,sky is clear,2/12/2016 6:00,5215,high
27725,None,285.885,0.0,0.0,76,Rain,light rain,10/31/2016 13:00,4351,medium
10007,None,278.55,0.0,0.0,90,Clouds,overcast clouds,11/20/2013 16:00,6992,very high
20210,None,270.91,0.0,0.0,90,Snow,light snow,12/26/2015 2:00,302,very low
32556,None,273.9,0.0,0.0,90,Snow,light snow,4/11/2017 0:00,1460,low
44494,None,294.0,0.0,0.0,75,Rain,moderate rain,5/29/2018 20:00,2466,low
25986,None,293.32,0.0,0.0,75,Mist,mist,8/24/2016 8:00,5736,high
34321,None,286.64,0.0,0.0,1,Clear,sky is clear,6/7/2017 7:00,5917,very high
34337,None,298.89,0.0,0.0,90,Drizzle,light intensity drizzle,6/7/2017 21:00,2824,low
36692,None,291.29,0.0,0.0,90,Clouds,overcast clouds,8/27/2017 21:00,2394,low
4256,None,270.68,0.0,0.0,90,Clouds,overcast clouds,3/12/2013 4:00,755,very low
45391,None,291.75,0.0,0.0,20,Mist,mist,6/28/2018 7:00,6264,very high
43779,None,291.796,0.0,0.0,0,Clear,Sky is Clear,5/3/2018 9:00,5289,high
26718,None,295.68,0.0,0.0,1,Clear,sky is clear,9/18/2016 21:00,2110,low
23903,None,291.7,0.76,0.0,90,Rain,moderate rain,6/3/2016 13:00,5185,high
39537,None,264.76,0.0,0.0,1,Clear,sky is clear,12/6/2017 4:00,1072,very low
24635,None,287.59,0.0,0.0,1,Mist,mist,7/3/2016 5:00,590,very low
30622,None,273.27,0.0,0.0,40,Snow,snow,1/30/2017 20:00,2314,low
11641,None,248.15,0.0,0.0,40,Clouds,scattered clouds,1/21/2014 7:00,6222,very high
8288,None,286.25,0.0,0.0,0,Clear,Sky is Clear,8/9/2013 2:00,370,very low
40506,None,275.42,0.0,0.0,90,Drizzle,light intensity drizzle,1/10/2018 18:00,4520,high
27570,None,275.289,0.0,0.0,80,Clouds,broken clouds,10/25/2016 2:00,232,very low
38740,None,271.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,11/7/2017 7:00,6538,very high
33259,None,276.84,0.0,0.0,90,Mist,mist,5/1/2017 13:00,4691,high
8665,None,298.25,0.0,0.0,0,Clear,Sky is Clear,8/26/2013 8:00,6219,very high
3464,None,268.22,0.0,0.0,90,Clouds,overcast clouds,2/9/2013 21:00,3169,medium
7852,None,288.32,7.11,0.0,0,Rain,heavy intensity rain,7/22/2013 9:00,4916,high
1224,None,277.1,0.0,0.0,99,Rain,light rain,11/16/2012 4:00,708,very low
13149,None,266.64,0.0,0.0,90,Clouds,overcast clouds,3/24/2014 9:00,4705,high
18274,None,293.64,0.0,0.0,5,Clear,sky is clear,9/15/2015 9:00,5395,high
42674,None,274.0,0.0,0.0,90,Mist,mist,3/27/2018 2:00,249,very low
5965,None,279.29,0.0,0.0,90,Clouds,overcast clouds,5/12/2013 9:00,2256,low
40198,None,256.58,0.0,0.0,90,Snow,light snow,12/29/2017 17:00,4564,high
24708,None,292.84,1.78,0.0,90,Rain,moderate rain,7/5/2016 21:00,1752,low
1176,None,265.14,0.0,0.0,1,Clear,sky is clear,11/14/2012 3:00,361,very low
14340,None,277.82,0.0,0.0,90,Clouds,overcast clouds,5/15/2014 4:00,823,very low
503,None,292.21,0.0,0.0,75,Clouds,broken clouds,10/22/2012 14:00,5006,high
16052,None,300.76,0.0,0.0,1,Clear,sky is clear,6/27/2015 16:00,3975,medium
36328,None,294.36,0.0,0.0,90,Rain,heavy intensity rain,8/16/2017 22:00,2039,low
30473,None,270.999,0.0,0.0,88,Clouds,overcast clouds,1/25/2017 2:00,469,very low
8808,None,303.84,0.0,0.0,1,Clear,sky is clear,9/6/2013 18:00,5199,high
25782,None,292.38,0.0,0.0,0,Clear,Sky is Clear,8/16/2016 20:00,2445,low
23274,None,284.32,0.0,0.0,90,Mist,mist,5/12/2016 0:00,573,very low
39199,None,277.56,0.0,0.0,40,Clouds,scattered clouds,11/23/2017 19:00,3194,medium
11455,None,268.31,0.0,0.0,90,Mist,mist,1/14/2014 5:00,2389,low
42455,None,278.16,0.0,0.0,90,Clouds,overcast clouds,3/19/2018 17:00,5955,very high
37004,None,291.15,0.0,0.0,1,Clear,sky is clear,9/8/2017 19:00,4029,medium
43648,None,282.72,0.0,0.0,40,Clouds,scattered clouds,4/28/2018 12:00,5453,high
20208,None,270.95,0.0,0.0,90,Fog,fog,12/26/2015 1:00,420,very low
16792,None,298.46,0.0,0.0,1,Clear,sky is clear,7/23/2015 11:00,4763,high
29458,None,273.48,0.0,0.0,90,Mist,mist,12/25/2016 5:00,227,very low
30296,None,275.08,0.0,0.0,90,Mist,mist,1/20/2017 21:00,2850,low
15393,None,295.7,0.0,0.0,68,Clouds,broken clouds,7/11/2014 3:00,445,very low
8238,None,298.21,0.0,0.0,12,Clouds,few clouds,8/6/2013 17:00,6005,very high
34782,None,290.29,0.0,0.0,40,Clouds,scattered clouds,6/23/2017 23:00,2494,low
5416,None,276.99,0.0,0.0,90,Mist,mist,4/23/2013 1:00,274,very low
20713,None,261.82,0.0,0.0,90,Snow,light snow,1/20/2016 7:00,5705,high
4295,None,268.73,0.0,0.0,1,Clear,sky is clear,3/14/2013 22:00,3350,medium
4403,None,259.22,0.0,0.0,1,Clear,sky is clear,3/20/2013 8:00,6010,very high
36461,None,301.29,0.0,0.0,1,Clear,sky is clear,8/20/2017 16:00,4401,high
38385,None,274.22,0.0,0.0,90,Mist,mist,10/27/2017 8:00,5159,high
1973,None,274.99,0.0,0.0,75,Clouds,broken clouds,12/13/2012 12:00,5050,high
18261,None,296.54,0.0,0.0,1,Clear,sky is clear,9/14/2015 20:00,2965,medium
32549,None,274.72,0.0,0.0,90,Snow,snow,4/10/2017 21:00,1864,low
21748,None,281.62,0.0,0.0,75,Rain,light rain,3/13/2016 8:00,1693,low
36667,None,291.29,0.0,0.0,90,Haze,haze,8/27/2017 0:00,2169,low
5234,None,277.56,0.0,0.0,90,Clouds,overcast clouds,4/18/2013 16:00,3796,medium
43610,None,283.8,0.0,0.0,1,Clear,sky is clear,4/26/2018 22:00,2171,low
27543,None,280.49,0.0,0.0,0,Clear,Sky is Clear,10/23/2016 23:00,1219,very low
22536,None,294.0,0.0,0.0,1,Clear,sky is clear,4/18/2016 10:00,4587,high
19531,None,283.01,0.0,0.0,90,Mist,mist,11/17/2015 8:00,5356,high
37372,None,306.09,0.0,0.0,1,Clear,sky is clear,9/22/2017 18:00,4844,high
14889,None,288.85,0.0,0.0,1,Clear,sky is clear,6/4/2014 7:00,6489,very high
33196,None,278.84,0.0,0.0,90,Drizzle,light intensity drizzle,4/30/2017 10:00,3489,medium
39239,None,273.55,0.0,0.0,5,Clear,sky is clear,11/25/2017 9:00,3054,medium
22775,None,284.65,0.0,0.0,90,Mist,mist,4/25/2016 3:00,337,very low
46540,None,299.81,0.0,0.0,40,Clouds,scattered clouds,8/8/2018 12:00,5004,high
14698,None,287.1,0.0,0.0,75,Clouds,broken clouds,5/28/2014 5:00,2921,medium
25552,None,287.64,0.0,0.0,24,Clouds,few clouds,8/7/2016 6:00,1038,very low
42705,None,272.95,0.0,0.0,1,Haze,haze,3/28/2018 5:00,2825,low
41672,None,265.75,0.0,0.0,90,Snow,light snow,2/20/2018 11:00,4058,medium
43843,None,290.93,0.0,0.0,1,Clear,sky is clear,5/5/2018 21:00,2922,medium
1184,None,272.77,0.0,0.0,1,Clear,sky is clear,11/14/2012 11:00,5477,high
30200,None,272.89,0.0,0.0,1,Haze,haze,1/18/2017 23:00,968,very low
24120,None,297.45,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 22:00,3360,medium
44269,None,291.36,0.0,0.0,75,Clouds,broken clouds,5/21/2018 14:00,4224,medium
3910,None,269.92,0.0,0.0,90,Haze,haze,2/26/2013 9:00,5134,high
26466,None,289.72,0.0,0.0,75,Rain,light rain,9/9/2016 2:00,277,very low
28862,None,275.22,0.0,0.0,90,Drizzle,light intensity drizzle,12/6/2016 1:00,427,very low
42154,None,268.55,0.0,0.0,1,Clear,sky is clear,3/7/2018 19:00,3367,medium
45481,None,292.15,0.0,0.0,90,Fog,fog,7/1/2018 12:00,3696,medium
45304,None,294.07,0.0,0.0,90,Thunderstorm,thunderstorm with rain,6/25/2018 9:00,4654,high
20240,None,262.93,0.0,0.0,20,Clouds,few clouds,12/27/2015 9:00,1957,low
22057,None,277.87,0.0,0.0,90,Rain,moderate rain,3/26/2016 23:00,1797,low
6899,None,291.95,0.0,0.0,0,Clear,Sky is Clear,6/11/2013 22:00,2078,low
31768,None,271.9,0.0,0.0,1,Clear,sky is clear,3/15/2017 13:00,5004,high
21034,None,261.28,0.0,0.0,90,Clouds,overcast clouds,2/4/2016 5:00,2766,low
29682,None,270.88,0.0,0.0,90,Clouds,overcast clouds,1/2/2017 8:00,2014,low
84,None,276.99,0.0,0.0,75,Clouds,broken clouds,10/6/2012 4:00,411,very low
2751,None,263.08,0.0,0.0,20,Clouds,few clouds,1/7/2013 21:00,1894,low
11797,None,253.18,0.0,0.0,20,Clouds,few clouds,1/26/2014 22:00,1128,very low
33133,None,273.96,0.0,0.0,90,Clouds,overcast clouds,4/27/2017 20:00,3147,medium
28160,None,285.36,0.0,0.0,90,Clouds,overcast clouds,11/17/2016 16:00,6432,very high
26763,None,295.22,0.0,0.0,36,Clouds,scattered clouds,9/20/2016 19:00,3233,medium
37564,None,287.65,0.0,0.0,40,Clouds,scattered clouds,9/29/2017 12:00,5708,high
14899,None,295.57,0.0,0.0,1,Clear,sky is clear,6/4/2014 21:00,2839,low
10190,None,269.05,0.0,0.0,75,Clouds,broken clouds,11/28/2013 10:00,2493,low
13843,None,278.0,0.0,0.0,20,Clouds,few clouds,4/22/2014 8:00,6096,very high
47778,None,287.93,2.16,0.0,90,Thunderstorm,thunderstorm,9/18/2018 1:00,351,very low
10701,None,255.8,0.0,0.0,64,Clouds,broken clouds,12/15/2013 13:00,3888,medium
35076,None,302.15,0.0,0.0,40,Clouds,scattered clouds,7/4/2017 19:00,2828,low
22557,None,281.85,0.0,0.0,90,Rain,moderate rain,4/19/2016 3:00,315,very low
1364,None,278.13,0.0,0.0,40,Clouds,scattered clouds,11/21/2012 18:00,4179,medium
46978,None,291.79,0.42,0.0,90,Haze,haze,8/24/2018 7:00,6243,very high
7227,None,295.01,0.0,0.0,36,Clouds,scattered clouds,6/26/2013 9:00,5692,high
42610,None,273.62,0.0,0.0,1,Clear,sky is clear,3/25/2018 11:00,3939,medium
7104,None,292.79,0.0,0.0,0,Clear,Sky is Clear,6/19/2013 21:00,3038,medium
7075,None,288.01,0.0,0.0,0,Clear,Sky is Clear,6/18/2013 5:00,2914,medium
23559,None,294.72,0.0,0.0,90,Clouds,overcast clouds,5/23/2016 9:00,4675,high
47608,None,300.68,0.0,0.0,5,Clear,sky is clear,9/11/2018 15:00,5636,high
7701,None,300.89,0.0,0.0,64,Clouds,broken clouds,7/15/2013 18:00,4580,high
13499,None,279.04,0.0,0.0,1,Clear,sky is clear,4/8/2014 0:00,502,very low
14815,None,295.28,0.76,0.0,20,Rain,light rain,6/1/2014 16:00,4549,high
763,None,272.69,0.0,0.0,20,Clouds,few clouds,10/30/2012 6:00,5478,high
42820,None,264.37,0.0,0.0,5,Clear,sky is clear,4/1/2018 10:00,3306,medium
37915,None,273.28,0.0,0.0,5,Fog,fog,10/10/2017 8:00,5677,high
635,None,280.44,0.0,0.0,90,Rain,light rain,10/26/2012 1:00,432,very low
1094,None,279.95,0.0,0.0,90,Drizzle,light intensity drizzle,11/11/2012 7:00,1120,very low
41595,None,267.75,0.0,0.0,90,Clouds,overcast clouds,2/18/2018 8:00,1889,low
16536,None,292.71,0.0,0.0,1,Clear,sky is clear,7/14/2015 3:00,348,very low
42740,None,276.43,0.0,0.0,20,Clouds,few clouds,3/29/2018 16:00,6573,very high
7240,None,298.37,0.0,0.0,56,Clouds,broken clouds,6/26/2013 22:00,2205,low
23202,None,282.42,0.38,0.0,90,Mist,mist,5/10/2016 9:00,5420,high
35459,None,290.56,0.0,0.0,1,Haze,haze,7/19/2017 1:00,478,very low
36846,None,295.01,0.0,0.0,40,Haze,haze,9/2/2017 12:00,4840,high
36792,None,292.82,0.0,0.0,1,Haze,haze,8/31/2017 19:00,3973,medium
47684,None,302.77,0.0,0.0,75,Clouds,broken clouds,9/14/2018 17:00,5358,high
12426,None,259.64,0.0,0.0,1,Clear,sky is clear,2/22/2014 3:00,300,very low
33139,None,274.44,0.0,0.0,90,Clouds,overcast clouds,4/28/2017 2:00,428,very low
35868,None,290.79,0.0,0.0,40,Clouds,scattered clouds,8/2/2017 7:00,6450,very high
37313,None,293.49,0.0,0.0,20,Clouds,few clouds,9/20/2017 8:00,6260,very high
24590,None,286.51,0.0,0.0,20,Clouds,few clouds,7/1/2016 8:00,4281,medium
25907,None,291.64,0.0,0.0,1,Clear,sky is clear,8/21/2016 20:00,2952,medium
33486,None,287.65,0.0,0.0,1,Clear,sky is clear,5/9/2017 11:00,4695,high
38550,None,274.21,0.0,0.0,90,Rain,light rain,11/1/2017 16:00,6321,very high
13665,None,270.98,0.0,0.0,20,Clouds,few clouds,4/14/2014 22:00,1528,low
27135,None,280.091,0.0,0.0,0,Clear,Sky is Clear,10/6/2016 6:00,5668,high
23941,None,293.21,0.0,0.0,90,Rain,light rain,6/4/2016 14:00,5104,high
12980,None,269.29,0.0,0.0,90,Clouds,overcast clouds,3/17/2014 8:00,5266,high
32237,None,273.35,0.0,0.0,1,Clear,sky is clear,3/31/2017 6:00,5432,high
41843,None,265.22,0.0,0.0,90,Mist,mist,2/25/2018 5:00,407,very low
25760,None,293.86,0.0,0.0,0,Clear,Sky is Clear,8/15/2016 22:00,1545,low
22896,None,275.63,0.0,0.0,20,Fog,fog,4/29/2016 3:00,398,very low
739,None,271.53,0.0,0.0,40,Clouds,scattered clouds,10/29/2012 6:00,5503,high
15008,None,282.11,0.25,0.0,90,Rain,light rain,6/8/2014 6:00,1077,very low
9303,None,280.76,0.0,0.0,90,Mist,mist,10/6/2013 2:00,531,very low
26958,None,284.55,0.0,0.0,0,Clear,Sky is Clear,9/28/2016 22:00,1156,very low
45508,None,301.65,0.0,0.0,40,Clouds,scattered clouds,7/2/2018 14:00,4728,high
17989,None,296.14,0.96,0.0,1,Thunderstorm,proximity thunderstorm,9/5/2015 9:00,3734,medium
30611,None,271.89,0.0,0.0,90,Haze,haze,1/30/2017 12:00,4329,medium
3478,None,271.14,0.0,0.0,90,Haze,haze,2/10/2013 11:00,2177,low
3052,None,275.27,0.0,0.0,40,Clouds,scattered clouds,1/19/2013 17:00,4825,high
48161,None,275.43,0.0,0.0,75,Clouds,broken clouds,9/29/2018 8:00,3073,medium
3015,None,259.77,0.0,0.0,75,Clouds,broken clouds,1/18/2013 5:00,2316,low
2462,None,265.82,0.0,0.0,90,Mist,mist,12/28/2012 22:00,2335,low
20122,None,272.03,0.0,0.0,90,Mist,mist,12/21/2015 5:00,2612,low
34442,None,294.95,0.0,0.0,40,Mist,mist,6/11/2017 19:00,3214,medium
27394,None,290.724,0.0,0.0,12,Clouds,few clouds,10/17/2016 9:00,4607,high
35524,None,301.75,0.0,0.0,75,Clouds,broken clouds,7/20/2017 15:00,5635,high
29056,None,257.78,0.0,0.0,90,Snow,light snow,12/12/2016 5:00,2694,low
21103,None,274.41,0.0,0.0,90,Clouds,overcast clouds,2/6/2016 18:00,4434,high
46593,None,294.92,0.0,0.0,5,Clear,sky is clear,8/10/2018 9:00,4584,high
3054,None,273.53,0.0,0.0,20,Clouds,few clouds,1/19/2013 19:00,3076,medium
42637,None,274.41,0.0,0.0,75,Rain,light rain,3/26/2018 11:00,4370,high
35306,None,288.07,0.0,0.0,90,Clouds,overcast clouds,7/13/2017 10:00,4498,high
4314,None,272.11,0.0,0.0,90,Clouds,overcast clouds,3/16/2013 3:00,410,very low
31168,None,278.422,0.0,0.0,0,Clear,Sky is Clear,2/20/2017 23:00,1133,very low
42941,None,270.94,0.0,0.0,1,Clear,sky is clear,4/4/2018 19:00,3400,medium
3537,None,272.7,0.0,0.0,90,Snow,heavy snow,2/11/2013 21:00,2060,low
38848,None,271.87,0.0,0.0,5,Clear,sky is clear,11/11/2017 20:00,2694,low
39222,None,285.02,0.0,0.0,90,Drizzle,light intensity drizzle,11/24/2017 16:00,4482,high
7918,None,287.61,0.0,0.0,0,Clear,Sky is Clear,7/25/2013 4:00,870,very low
9371,None,288.65,0.0,0.0,1,Clear,sky is clear,10/9/2013 5:00,2863,low
48028,None,287.18,0.0,0.0,75,Clouds,broken clouds,9/24/2018 7:00,6591,very high
5819,None,291.13,0.0,0.0,40,Clouds,scattered clouds,5/6/2013 20:00,2758,low
21607,None,272.65,0.0,0.0,90,Snow,light snow,3/4/2016 13:00,5361,high
30579,None,269.37,0.0,0.0,90,Clouds,overcast clouds,1/29/2017 7:00,1227,very low
23526,None,285.77,0.0,0.0,1,Clear,sky is clear,5/22/2016 0:00,1719,low
12546,None,253.89,0.0,0.0,1,Clear,sky is clear,2/27/2014 0:00,543,very low
25222,None,291.87,0.9,0.0,1,Rain,light rain,7/25/2016 3:00,337,very low
8513,None,291.9,0.0,0.0,0,Clear,Sky is Clear,8/19/2013 9:00,5039,high
30090,None,262.88,0.0,0.0,1,Mist,mist,1/16/2017 6:00,4524,high
45163,None,291.48,0.0,0.0,90,Rain,light rain,6/20/2018 1:00,406,very low
30006,None,250.42,0.0,0.0,1,Clear,sky is clear,1/13/2017 2:00,280,very low
9220,None,282.93,0.0,0.0,0,Clear,Sky is Clear,10/1/2013 23:00,1299,very low
45696,None,302.69,0.0,0.0,1,Clear,sky is clear,7/9/2018 20:00,2861,low
6947,None,290.14,5.74,0.0,92,Rain,heavy intensity rain,6/13/2013 10:00,4634,high
35467,None,288.65,0.0,0.0,1,Fog,fog,7/19/2017 4:00,1035,very low
17526,None,288.64,0.76,0.0,90,Mist,mist,8/19/2015 4:00,912,very low
28981,None,261.88,0.0,0.0,90,Snow,snow,12/10/2016 15:00,4582,high
23346,None,277.46,0.0,0.0,75,Clouds,broken clouds,5/14/2016 11:00,4069,medium
34057,None,293.82,0.0,0.0,90,Rain,light rain,5/27/2017 13:00,4280,medium
34267,None,291.97,0.0,0.0,1,Clear,sky is clear,6/5/2017 1:00,524,very low
47671,None,294.21,0.25,0.0,75,Rain,light rain,9/14/2018 4:00,892,very low
16912,None,299.71,0.0,0.0,1,Clear,sky is clear,7/27/2015 21:00,2432,low
2048,None,275.16,0.0,0.0,90,Mist,mist,12/16/2012 5:00,455,very low
29631,None,270.89,0.0,0.0,90,Snow,light snow,12/31/2016 5:00,499,very low
543,None,285.94,0.0,0.0,100,Mist,mist,10/24/2012 4:00,793,very low
30937,None,274.76,0.0,0.0,90,Clouds,overcast clouds,2/11/2017 8:00,2098,low
27773,None,286.82,0.0,0.0,1,Clear,sky is clear,11/2/2016 13:00,4323,medium
23607,None,290.84,0.0,0.0,40,Clouds,scattered clouds,5/25/2016 1:00,454,very low
30923,None,278.78,0.0,0.0,40,Clouds,scattered clouds,2/10/2017 18:00,4694,high
18798,None,289.28,0.0,0.0,90,Clouds,overcast clouds,10/5/2015 17:00,5880,very high
41122,None,268.08,0.0,0.0,5,Clear,sky is clear,1/31/2018 10:00,4379,high
13204,None,276.84,0.0,0.0,90,Clouds,overcast clouds,3/26/2014 16:00,6470,very high
14385,None,278.79,0.0,0.0,40,Clouds,scattered clouds,5/17/2014 1:00,835,very low
26679,None,288.12,0.0,0.0,1,Clear,sky is clear,9/17/2016 4:00,422,very low
923,None,280.56,0.0,0.0,46,Clear,sky is clear,11/5/2012 23:00,938,very low
27165,None,281.165,0.0,0.0,12,Clouds,few clouds,10/7/2016 12:00,4532,high
29397,None,274.08,0.0,0.0,90,Mist,mist,12/23/2016 17:00,4119,medium
27114,None,286.665,0.0,0.0,0,Clear,Sky is Clear,10/5/2016 9:00,4859,high
17578,None,287.92,0.0,0.0,1,Clear,sky is clear,8/20/2015 9:00,5071,high
18794,None,286.96,0.0,0.0,90,Clouds,overcast clouds,10/5/2015 13:00,5033,high
41852,None,270.28,0.0,0.0,90,Haze,haze,2/25/2018 14:00,3865,medium
22959,None,287.03,0.0,0.0,75,Clouds,broken clouds,5/1/2016 13:00,4756,high
6177,None,298.51,0.0,0.0,40,Clouds,scattered clouds,5/19/2013 16:00,4233,medium
47111,None,296.95,1.78,0.0,90,Mist,mist,8/27/2018 1:00,337,very low
56,None,291.77,0.0,0.0,75,Clouds,broken clouds,10/4/2012 21:00,2822,low
19875,None,276.02,0.0,0.0,5,Clear,sky is clear,12/7/2015 21:00,2150,low
43712,None,295.15,0.0,0.0,1,Clear,sky is clear,5/1/2018 0:00,576,very low
733,None,271.78,0.0,0.0,40,Clouds,scattered clouds,10/29/2012 0:00,530,very low
