,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density,holiday_0,holiday_1,holiday_2,holiday_3,holiday_4,holiday_5,holiday_6,holiday_7,holiday_8,holiday_9,holiday_10,holiday_11
13272,276.46,0.25,0.0,1,12,4917,0,0,0,0,0,0,0,1,0,0,0,0
31672,262.09,0.0,0.0,1,1,1107,0,0,0,0,0,0,0,1,0,0,0,0
38733,270.71,0.0,0.0,90,0,560,0,0,0,0,0,0,0,1,0,0,0,0
15769,299.06,0.0,0.0,75,12,4669,0,0,0,0,0,0,0,1,0,0,0,0
47556,290.78,0.0,0.0,75,11,4273,0,0,0,0,0,0,0,1,0,0,0,0
2083,275.17,0.0,0.0,90,15,3884,0,0,0,0,0,0,0,1,0,0,0,0
38763,270.22,0.0,0.0,40,7,6513,0,0,0,0,0,0,0,1,0,0,0,0
47577,285.08,0.0,0.0,20,8,6009,0,0,0,0,0,0,0,1,0,0,0,0
47071,290.21,1.78,0.0,1,2,614,0,0,0,0,0,0,0,1,0,0,0,0
8201,291.96,0.0,0.0,80,11,4767,0,0,0,0,0,0,0,1,0,0,0,0
36858,289.14,0.0,0.0,1,0,1517,0,0,0,0,0,0,0,1,0,0,0,0
7746,301.47,0.0,0.0,56,21,2896,0,0,0,0,0,0,0,1,0,0,0,0
39469,285.5,0.0,0.0,90,13,5004,0,0,0,0,0,0,0,1,0,0,0,0
2554,265.69,0.0,0.0,75,19,3294,0,0,0,0,0,0,0,1,0,0,0,0
41394,255.43,0.0,0.0,1,6,1164,0,0,0,0,0,0,0,1,0,0,0,0
3595,266.98,0.0,0.0,90,8,5433,0,0,0,0,0,0,0,1,0,0,0,0
41308,259.15,0.0,0.0,90,2,259,0,0,0,0,0,0,0,1,0,0,0,0
41618,267.02,0.0,0.0,90,7,4740,0,0,0,0,0,0,0,1,0,0,0,0
16140,289.27,0.0,0.0,1,6,5859,0,0,0,0,0,0,0,1,0,0,0,0
33236,276.01,0.0,0.0,90,6,5444,0,0,0,0,0,0,0,1,0,0,0,0
20587,253.44,0.0,0.0,1,21,3424,0,0,0,0,0,0,0,1,0,0,0,0
8820,295.63,0.0,0.0,1,22,3792,0,0,0,0,0,0,0,1,0,0,0,0
21313,272.28,0.0,0.0,90,19,2999,0,0,0,0,0,0,0,1,0,0,0,0
18374,284.63,0.0,0.0,1,7,5820,0,0,0,0,0,0,0,1,0,0,0,0
46745,291.87,0.0,0.0,20,5,3150,0,0,0,0,0,0,0,1,0,0,0,0
37562,284.68,0.0,0.0,1,10,4750,0,0,0,0,0,0,0,1,0,0,0,0
5910,287.46,0.0,0.0,90,4,673,0,0,0,0,0,0,0,1,0,0,0,0
39964,266.15,0.0,0.0,90,5,2863,0,0,0,0,0,0,0,1,0,0,0,0
13336,270.75,0.0,0.0,90,4,787,0,0,0,0,0,0,0,1,0,0,0,0
4322,272.87,0.0,0.0,90,9,3570,0,0,0,0,0,0,0,1,0,0,0,0
20559,248.61,0.0,0.0,75,8,5494,0,0,0,0,0,0,0,1,0,0,0,0
22079,275.22,0.0,0.0,90,8,1670,0,0,0,0,0,0,0,1,0,0,0,0
2967,260.5,0.0,0.0,1,6,4987,0,0,0,0,0,0,0,1,0,0,0,0
37000,292.28,0.0,0.0,1,15,6157,0,0,0,0,0,0,0,1,0,0,0,0
13294,280.11,0.0,0.0,20,10,3532,0,0,0,0,0,0,0,1,0,0,0,0
8323,296.04,0.0,0.0,0,16,4605,0,0,0,0,0,0,0,1,0,0,0,0
26855,295.38,0.0,0.0,24,15,4489,0,0,0,0,0,0,0,1,0,0,0,0
24065,300.8,0.0,0.0,0,15,5862,0,0,0,0,0,0,0,1,0,0,0,0
2381,259.57,0.0,0.0,1,20,2795,0,0,0,0,0,0,0,1,0,0,0,0
18591,297.8,0.0,0.0,1,17,5792,0,0,0,0,0,0,0,1,0,0,0,0
35341,295.96,0.0,0.0,5,20,3370,0,0,0,0,0,0,0,1,0,0,0,0
12585,262.44,0.0,0.0,90,15,5405,0,0,0,0,0,0,0,1,0,0,0,0
42059,274.79,0.0,0.0,90,3,486,0,0,0,0,0,0,0,1,0,0,0,0
22327,272.49,0.0,0.0,90,6,5529,0,0,0,0,0,0,0,1,0,0,0,0
34247,287.65,0.0,0.0,1,5,663,0,0,0,0,0,0,0,1,0,0,0,0
13239,272.32,0.0,0.0,90,3,429,0,0,0,0,0,0,0,1,0,0,0,0
33910,281.21,0.0,0.0,90,20,2723,0,0,0,0,0,0,0,1,0,0,0,0
34948,296.21,0.0,0.0,90,17,5804,0,0,0,0,0,0,0,1,0,0,0,0
39582,265.08,0.0,0.0,40,17,5865,0,0,0,0,0,0,0,1,0,0,0,0
8066,290.12,0.38,0.0,80,5,2956,0,0,0,0,0,0,0,1,0,0,0,0
33336,290.87,0.0,0.0,75,17,6467,0,0,0,0,0,0,0,1,0,0,0,0
8941,287.15,0.0,0.0,90,22,2506,0,0,0,0,0,0,0,1,0,0,0,0
32605,286.15,0.0,0.0,75,16,6597,0,0,0,0,0,0,0,1,0,0,0,0
34226,296.68,0.0,0.0,1,8,2505,0,0,0,0,0,0,0,1,0,0,0,0
34468,291.21,0.0,0.0,20,8,5716,0,0,0,0,0,0,0,1,0,0,0,0
25577,290.51,0.0,0.0,0,7,5738,0,0,0,0,0,0,0,1,0,0,0,0
3871,263.42,0.0,0.0,40,1,260,0,0,0,0,0,0,0,1,0,0,0,0
23854,290.11,0.0,0.0,90,14,5297,0,0,0,0,0,0,0,1,0,0,0,0
12253,258.1,0.0,0.0,1,22,3539,0,0,0,0,0,0,0,1,0,0,0,0
20790,266.86,0.0,0.0,90,18,4253,0,0,0,0,0,0,0,1,0,0,0,0
39965,266.28,0.0,0.0,90,6,5512,0,0,0,0,0,0,0,1,0,0,0,0
27005,288.59,0.0,0.0,36,20,2947,0,0,0,0,0,0,0,1,0,0,0,0
15860,291.46,0.0,0.0,1,1,1024,0,0,0,0,0,0,0,1,0,0,0,0
21059,256.94,0.0,0.0,75,7,6390,0,0,0,0,0,0,0,1,0,0,0,0
28012,273.55,0.0,0.0,1,5,648,0,0,0,0,0,0,0,1,0,0,0,0
41688,258.42,0.0,0.0,1,2,237,0,0,0,0,0,0,0,1,0,0,0,0
23993,292.16,0.0,0.0,90,15,5519,0,0,0,0,0,0,0,1,0,0,0,0
25735,293.04,0.0,0.0,0,21,2601,0,0,0,0,0,0,0,1,0,0,0,0
11111,249.36,0.0,0.0,1,2,288,0,0,0,0,0,0,0,1,0,0,0,0
43229,272.36,0.0,0.0,90,6,986,0,0,0,0,0,0,0,1,0,0,0,0
46165,296.22,0.0,0.0,20,20,3053,0,0,0,0,0,0,0,1,0,0,0,0
39150,269.51,0.0,0.0,5,18,4670,0,0,0,0,0,0,0,1,0,0,0,0
47193,284.8,0.25,0.0,90,8,6164,0,0,0,0,0,0,0,1,0,0,0,0
39388,281.86,0.0,0.0,1,14,5711,0,0,0,0,0,0,0,1,0,0,0,0
35343,292.28,0.0,0.0,5,22,3834,0,0,0,0,0,0,0,1,0,0,0,0
38017,285.88,0.0,0.0,75,12,5332,0,0,0,0,0,0,0,1,0,0,0,0
2978,270.29,0.0,0.0,1,17,6019,0,0,0,0,0,0,0,1,0,0,0,0
35239,294.22,0.0,0.0,1,23,1183,0,0,0,0,0,0,0,1,0,0,0,0
29948,257.42,0.0,0.0,90,1,292,0,0,0,0,0,0,0,1,0,0,0,0
51,298.06,0.0,0.0,20,16,6292,0,0,0,0,0,0,0,1,0,0,0,0
22831,279.52,0.0,0.0,40,1,354,0,0,0,0,0,0,0,1,0,0,0,0
8036,284.29,0.0,0.0,0,3,377,0,0,0,0,0,0,0,1,0,0,0,0
3229,273.82,0.0,0.0,90,10,4389,0,0,0,0,0,0,0,1,0,0,0,0
19759,273.94,0.0,0.0,90,22,1123,0,0,0,0,0,0,0,1,0,0,0,0
32794,282.01,0.0,0.0,1,22,1530,0,0,0,0,0,0,0,1,0,0,0,0
8383,289.07,0.0,0.0,0,5,2928,0,0,0,0,0,0,0,1,0,0,0,0
18012,298.4,0.0,0.0,75,5,633,0,0,0,0,0,0,0,1,0,0,0,0
30708,259.22,0.0,0.0,5,8,6013,0,0,0,0,0,0,0,1,0,0,0,0
21715,272.72,0.0,0.0,1,7,6690,0,0,0,0,0,0,0,1,0,0,0,0
29869,262.65,0.0,0.0,90,16,4103,0,0,0,0,0,0,0,1,0,0,0,0
38734,271.23,0.0,0.0,90,1,339,0,0,0,0,0,0,0,1,0,0,0,0
1761,276.37,0.0,0.0,90,20,2983,0,0,0,0,0,0,0,1,0,0,0,0
29909,269.62,0.0,0.0,40,23,880,0,0,0,0,0,0,0,1,0,0,0,0
38319,286.01,0.0,0.0,75,17,6424,0,0,0,0,0,0,0,1,0,0,0,0
36543,296.69,0.0,0.0,40,16,6789,0,0,0,0,0,0,0,1,0,0,0,0
27483,278.974,0.0,0.0,8,10,4377,0,0,0,0,0,0,0,1,0,0,0,0
17952,296.09,0.0,0.0,1,0,811,0,0,0,0,0,0,0,1,0,0,0,0
26439,293.96,0.0,0.0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0
11471,265.89,0.0,0.0,75,13,4062,0,0,0,0,0,0,0,1,0,0,0,0
13561,288.03,0.0,0.0,20,14,5611,0,0,0,0,0,0,0,1,0,0,0,0
3319,249.75,0.0,0.0,40,6,720,0,0,0,0,0,0,0,1,0,0,0,0
41177,259.3,0.0,0.0,40,14,5487,0,0,0,0,0,0,0,1,0,0,0,0
38121,287.29,0.0,0.0,1,23,1031,0,0,0,0,0,0,0,1,0,0,0,0
22791,283.48,0.76,0.0,90,10,4226,0,0,0,0,0,0,0,1,0,0,0,0
4873,276.57,0.0,0.0,90,21,2316,0,0,0,0,0,0,0,1,0,0,0,0
17390,294.46,0.0,0.0,1,7,2019,0,0,0,0,0,0,0,1,0,0,0,0
25709,296.6,0.0,0.0,8,19,3782,0,0,0,0,0,0,0,1,0,0,0,0
17670,292.42,0.0,0.0,90,16,4316,0,0,0,0,0,0,0,1,0,0,0,0
44272,292.66,0.0,0.0,90,17,6134,0,0,0,0,0,0,0,1,0,0,0,0
16501,294.08,9.91,0.0,90,23,963,0,0,0,0,0,0,0,1,0,0,0,0
2526,263.11,0.0,0.0,90,16,3206,0,0,0,0,0,0,0,1,0,0,0,0
18704,278.88,0.0,0.0,1,2,298,0,0,0,0,0,0,0,1,0,0,0,0
45363,291.99,0.0,0.0,75,5,3151,0,0,0,0,0,0,0,1,0,0,0,0
45378,298.94,0.0,0.0,1,20,3126,0,0,0,0,0,0,0,1,0,0,0,0
44013,283.15,0.0,0.0,90,0,1107,0,0,0,0,0,0,0,1,0,0,0,0
8725,299.36,0.0,0.0,80,10,5323,0,0,0,0,0,0,0,1,0,0,0,0
43400,272.44,0.0,0.0,90,7,6871,0,0,0,0,0,0,0,1,0,0,0,0
24164,295.78,0.0,0.0,0,18,4483,0,0,0,0,0,0,0,1,0,0,0,0
29147,250.88,0.0,0.0,1,6,5531,0,0,0,0,0,0,0,1,0,0,0,0
29495,274.98,0.0,0.0,90,21,1858,0,0,0,0,0,0,0,1,0,0,0,0
30234,276.89,0.0,0.0,1,14,5156,0,0,0,0,0,0,0,1,0,0,0,0
29801,251.96,0.0,0.0,75,22,1699,0,0,0,0,0,0,0,1,0,0,0,0
25775,300.7,0.0,0.0,0,13,4514,0,0,0,0,0,0,0,1,0,0,0,0
42186,266.15,0.0,0.0,90,3,389,0,0,0,0,0,0,0,1,0,0,0,0
21110,274.48,0.0,0.0,40,22,3615,0,0,0,0,0,0,0,1,0,0,0,0
13252,275.64,0.25,0.0,90,16,6421,0,0,0,0,0,0,0,1,0,0,0,0
47725,296.62,0.0,0.0,40,9,3039,0,0,0,0,0,0,0,1,0,0,0,0
8808,303.84,0.0,0.0,1,18,5199,0,0,0,0,0,0,0,1,0,0,0,0
37603,288.55,0.0,0.0,75,1,894,0,0,0,0,0,0,0,1,0,0,0,0
20848,269.22,0.0,0.0,90,3,326,0,0,0,0,0,0,0,1,0,0,0,0
46510,295.22,0.0,0.0,40,12,4940,0,0,0,0,0,0,0,1,0,0,0,0
40458,272.36,0.0,0.0,75,6,5674,0,0,0,0,0,0,0,1,0,0,0,0
1852,272.07,0.0,0.0,90,5,2139,0,0,0,0,0,0,0,1,0,0,0,0
7658,297.92,0.0,0.0,8,1,794,0,0,0,0,0,0,0,1,0,0,0,0
20437,269.3,0.0,0.0,1,5,2772,0,0,0,0,0,0,0,1,0,0,0,0
25435,302.0,0.0,0.0,40,13,4600,0,0,0,0,0,0,0,1,0,0,0,0
3673,256.84,0.0,0.0,40,4,268,0,0,0,0,0,0,0,1,0,0,0,0
31117,276.249,0.0,0.0,20,20,2887,0,0,0,0,0,0,0,1,0,0,0,0
17421,299.65,0.0,0.0,75,13,4382,0,0,0,0,0,0,0,1,0,0,0,0
14092,290.45,0.0,0.0,24,16,6884,0,0,0,0,0,0,0,1,0,0,0,0
40411,264.55,0.0,0.0,90,7,1024,0,0,0,0,0,0,0,1,0,0,0,0
15014,288.46,0.0,0.0,1,9,3327,0,0,0,0,0,0,0,1,0,0,0,0
32243,279.02,0.0,0.0,40,12,5613,0,0,0,0,0,0,0,1,0,0,0,0
45647,299.22,0.0,0.0,5,21,3616,0,0,0,0,0,0,0,1,0,0,0,0
26397,297.31,0.0,0.0,75,18,4044,0,0,0,0,0,0,0,1,0,0,0,0
24964,289.872,0.0,0.0,92,10,4524,0,0,0,0,0,0,0,1,0,0,0,0
2915,256.58,0.0,0.0,90,5,2368,0,0,0,0,0,0,0,1,0,0,0,0
29996,261.49,0.0,0.0,1,16,6026,0,0,0,0,0,0,0,1,0,0,0,0
18380,287.72,0.0,0.0,40,12,5064,0,0,0,0,0,0,0,1,0,0,0,0
40831,273.51,0.0,0.0,90,7,1343,0,0,0,0,0,0,0,1,0,0,0,0
46968,293.09,0.25,0.0,90,4,916,0,0,0,0,0,0,0,1,0,0,0,0
2871,275.93,0.0,0.0,90,17,4170,0,0,0,0,0,0,0,1,0,0,0,0
43113,273.34,0.0,0.0,40,1,344,0,0,0,0,0,0,0,1,0,0,0,0
34726,294.28,0.0,0.0,1,2,336,0,0,0,0,0,0,0,1,0,0,0,0
10043,267.79,0.0,0.0,90,0,643,0,0,0,0,0,0,0,1,0,0,0,0
48071,284.25,0.0,0.0,90,16,6597,0,0,0,0,0,0,0,1,0,0,0,0
25279,298.33,0.0,0.0,90,11,4316,0,0,0,0,0,0,0,1,0,0,0,0
5007,275.62,0.0,0.0,90,20,2452,0,0,0,0,0,0,0,1,0,0,0,0
12940,271.97,0.0,0.0,90,16,4548,0,0,0,0,0,0,0,1,0,0,0,0
36574,291.23,0.0,0.0,75,22,2227,0,0,0,0,0,0,0,1,0,0,0,0
46386,291.87,0.0,0.0,20,10,4384,0,0,0,0,0,0,0,1,0,0,0,0
16964,296.05,0.0,0.0,1,21,2975,0,0,0,0,0,0,0,1,0,0,0,0
4380,270.45,0.0,0.0,90,7,6574,0,0,0,0,0,0,0,1,0,0,0,0
16931,297.2,0.0,0.0,1,11,4590,0,0,0,0,0,0,0,1,0,0,0,0
16455,294.12,0.0,0.0,1,2,617,0,0,0,0,0,0,0,1,0,0,0,0
22148,281.28,0.0,0.0,90,17,6672,0,0,0,0,0,0,0,1,0,0,0,0
2074,275.49,0.0,0.0,90,12,3552,0,0,0,0,0,0,0,1,0,0,0,0
34063,294.48,0.0,0.0,40,19,2988,0,0,0,0,0,0,0,1,0,0,0,0
11348,265.03,0.0,0.0,64,2,287,0,0,0,0,0,0,0,1,0,0,0,0
3443,270.02,0.0,0.0,90,19,3621,0,0,0,0,0,0,0,1,0,0,0,0
33463,288.69,0.0,0.0,75,21,2201,0,0,0,0,0,0,0,1,0,0,0,0
15193,286.71,0.0,0.0,92,2,312,0,0,0,0,0,0,0,1,0,0,0,0
3801,267.08,0.0,0.0,90,23,1559,0,0,0,0,0,0,0,1,0,0,0,0
5192,275.34,0.0,0.0,75,21,2473,0,0,0,0,0,0,0,1,0,0,0,0
42841,265.73,0.0,0.0,40,7,6148,0,0,0,0,0,0,0,1,0,0,0,0
40828,274.07,0.0,0.0,1,4,433,0,0,0,0,0,0,0,1,0,0,0,0
14938,287.6,0.25,0.0,1,6,5653,0,0,0,0,0,0,0,1,0,0,0,0
17789,297.25,0.0,0.0,40,14,5814,0,0,0,0,0,0,0,1,0,0,0,0
42098,271.36,0.0,0.0,90,23,599,0,0,0,0,0,0,0,1,0,0,0,0
38934,279.55,0.0,0.0,90,17,6091,0,0,0,0,0,0,0,1,0,0,0,0
30624,273.27,0.0,0.0,40,20,2314,0,0,0,0,0,0,0,1,0,0,0,0
36460,301.02,0.0,0.0,40,15,4392,0,0,0,0,0,0,0,1,0,0,0,0
8634,297.53,0.0,0.0,68,21,3092,0,0,0,0,0,0,0,1,0,0,0,0
20168,273.83,0.0,0.06,90,18,3854,0,0,0,0,0,0,0,1,0,0,0,0
17825,289.64,0.25,0.0,40,4,303,0,0,0,0,0,0,0,1,0,0,0,0
46971,292.67,0.51,0.0,90,5,2950,0,0,0,0,0,0,0,1,0,0,0,0
36538,292.15,0.0,0.0,1,11,4766,0,0,0,0,0,0,0,1,0,0,0,0
16919,296.36,0.0,0.0,1,4,868,0,0,0,0,0,0,0,1,0,0,0,0
19647,271.55,0.0,0.0,1,23,1000,0,0,0,0,0,0,0,1,0,0,0,0
9960,271.54,0.0,0.0,64,17,6177,0,0,0,0,0,0,0,1,0,0,0,0
33446,280.88,0.0,0.0,1,7,6752,0,0,0,0,0,0,0,1,0,0,0,0
18872,285.85,0.0,0.0,90,16,6312,0,0,0,0,0,0,0,1,0,0,0,0
12727,269.78,0.0,0.0,90,18,4623,0,0,0,0,0,0,0,1,0,0,0,0
37491,288.29,0.0,0.0,90,11,4716,0,0,0,0,0,0,0,1,0,0,0,0
31978,276.55,0.0,0.0,90,19,3448,0,0,0,0,0,0,0,1,0,0,0,0
46849,295.62,0.0,0.0,1,1,473,0,0,0,0,0,0,0,1,0,0,0,0
39742,269.08,0.0,0.0,90,16,6621,0,0,0,0,0,0,0,1,0,0,0,0
616,284.29,0.0,0.0,90,18,5351,0,0,0,0,0,0,0,1,0,0,0,0
38389,274.15,0.0,0.0,90,9,4444,0,0,0,0,0,0,0,1,0,0,0,0
39229,277.95,0.0,0.0,1,23,1642,0,0,0,0,0,0,0,1,0,0,0,0
27999,282.02,0.0,0.0,1,16,5664,0,0,0,0,0,0,0,1,0,0,0,0
38321,283.29,0.0,0.0,75,19,3450,0,0,0,0,0,0,0,1,0,0,0,0
47481,284.23,2.54,0.0,1,8,5996,0,0,0,0,0,0,0,1,0,0,0,0
7373,289.49,0.0,0.0,1,6,6080,0,0,0,0,0,0,0,1,0,0,0,0
28996,262.65,0.0,0.0,90,23,2455,0,0,0,0,0,0,0,1,0,0,0,0
39684,272.65,0.0,0.0,90,10,4049,0,0,0,0,0,0,0,1,0,0,0,0
4686,281.2,0.0,0.0,40,13,3829,0,0,0,0,0,0,0,1,0,0,0,0
44478,297.81,0.0,0.0,75,9,5117,0,0,0,0,0,0,0,1,0,0,0,0
40519,275.15,0.0,0.0,90,23,1115,0,0,0,0,0,0,0,1,0,0,0,0
44432,303.07,0.0,0.0,75,15,3821,0,0,0,0,0,0,0,1,0,0,0,0
998,276.79,0.0,0.0,90,0,783,0,0,0,0,0,0,0,1,0,0,0,0
17155,295.28,0.0,0.0,40,18,4417,0,0,0,0,0,0,0,1,0,0,0,0
1497,265.53,0.0,0.0,75,1,303,0,0,0,0,0,0,0,1,0,0,0,0
10792,264.27,0.0,0.0,64,9,5208,0,0,0,0,0,0,0,1,0,0,0,0
25919,290.43,0.0,0.0,75,8,5397,0,0,0,0,0,0,0,1,0,0,0,0
28718,275.28,0.0,0.0,90,1,319,0,0,0,0,0,0,0,1,0,0,0,0
38350,275.68,0.0,0.0,90,21,3761,0,0,0,0,0,0,0,1,0,0,0,0
30430,274.46,0.0,0.0,90,12,4490,0,0,0,0,0,0,0,1,0,0,0,0
33542,291.52,0.0,0.0,5,17,6185,0,0,0,0,0,0,0,1,0,0,0,0
46669,295.57,0.0,0.0,1,1,434,0,0,0,0,0,0,0,1,0,0,0,0
38524,273.79,0.0,0.0,75,18,3941,0,0,0,0,0,0,0,1,0,0,0,0
12621,249.15,0.0,0.0,20,3,292,0,0,0,0,0,0,0,1,0,0,0,0
1847,272.01,0.0,0.0,90,3,339,0,0,0,0,0,0,0,1,0,0,0,0
34032,293.39,0.0,0.0,40,12,5090,0,0,0,0,0,0,0,1,0,0,0,0
26536,297.93,0.0,0.0,1,18,4049,0,0,0,0,0,0,0,1,0,0,0,0
40453,268.55,0.0,0.0,75,1,342,0,0,0,0,0,0,0,1,0,0,0,0
10534,260.81,0.0,0.0,90,0,471,0,0,0,0,0,0,0,1,0,0,0,0
32266,285.33,0.0,0.0,40,11,4572,0,0,0,0,0,0,0,1,0,0,0,0
17478,289.96,0.28,0.0,90,9,4888,0,0,0,0,0,0,0,1,0,0,0,0
948,278.84,0.0,0.0,90,21,2078,0,0,0,0,0,0,0,1,0,0,0,0
7138,291.64,0.25,0.0,48,7,1264,0,0,0,0,0,0,0,1,0,0,0,0
15632,294.63,0.0,0.0,75,3,432,0,0,0,0,0,0,0,1,0,0,0,0
10495,251.48,0.0,0.0,1,23,1716,0,0,0,0,0,0,0,1,0,0,0,0
44178,294.23,0.0,0.0,1,0,736,0,0,0,0,0,0,0,1,0,0,0,0
33327,280.86,0.0,0.0,1,8,4922,0,0,0,0,0,0,0,1,0,0,0,0
43008,267.0,0.0,0.0,1,11,4771,0,0,0,0,0,0,0,1,0,0,0,0
19958,276.87,0.0,0.0,90,23,2083,0,0,0,0,0,0,0,1,0,0,0,0
26803,290.62,0.0,0.0,92,11,4452,0,0,0,0,0,0,0,1,0,0,0,0
34371,288.75,0.0,0.0,1,6,5376,0,0,0,0,0,0,0,1,0,0,0,0
22886,277.9,1.52,0.0,90,21,2819,0,0,0,0,0,0,0,1,0,0,0,0
34936,291.22,0.0,0.0,75,5,2938,0,0,0,0,0,0,0,1,0,0,0,0
28482,272.08,0.0,0.0,1,5,497,0,0,0,0,0,0,0,1,0,0,0,0
21572,268.93,0.0,0.0,1,15,5895,0,0,0,0,0,0,0,1,0,0,0,0
17962,298.27,0.0,0.0,20,10,5025,0,0,0,0,0,0,0,1,0,0,0,0
27193,283.216,0.0,0.0,20,17,4980,0,0,0,0,0,0,0,1,0,0,0,0
29822,257.49,0.0,0.0,40,17,5790,0,0,0,0,0,0,0,1,0,0,0,0
16135,289.71,0.0,0.0,1,3,414,0,0,0,0,0,0,0,1,0,0,0,0
29618,270.62,0.0,0.0,90,16,5848,0,0,0,0,0,0,0,1,0,0,0,0
39585,266.43,0.0,0.0,90,20,2995,0,0,0,0,0,0,0,1,0,0,0,0
22958,286.25,0.0,0.0,75,12,4526,0,0,0,0,0,0,0,1,0,0,0,0
22645,286.22,0.0,0.0,90,9,4648,0,0,0,0,0,0,0,1,0,0,0,0
9592,278.35,0.0,0.0,90,14,4655,0,0,0,0,0,0,0,1,0,0,0,0
41774,263.01,0.0,0.0,1,0,1043,0,0,0,0,0,0,0,1,0,0,0,0
26567,290.73,0.0,0.0,90,23,890,0,0,0,0,0,0,0,1,0,0,0,0
32146,278.47,0.0,0.0,1,22,1884,0,0,0,0,0,0,0,1,0,0,0,0
38089,290.41,0.0,0.0,1,15,5746,0,0,0,0,0,0,0,1,0,0,0,0
35718,291.75,0.0,0.0,1,2,360,0,0,0,0,0,0,0,1,0,0,0,0
22625,285.81,0.0,0.0,90,0,1381,0,0,0,0,0,0,0,1,0,0,0,0
27874,291.88,0.0,0.0,1,12,3679,0,0,0,0,0,0,0,1,0,0,0,0
39804,270.68,0.0,0.0,90,23,1814,0,0,0,0,0,0,0,1,0,0,0,0
27960,281.9,0.0,0.0,1,1,502,0,0,0,0,0,0,0,1,0,0,0,0
13258,271.28,0.25,0.0,40,22,2584,0,0,0,0,0,0,0,1,0,0,0,0
42443,274.15,0.0,0.0,90,5,2788,0,0,0,0,0,0,0,1,0,0,0,0
5001,276.25,0.0,0.0,90,15,4797,0,0,0,0,0,0,0,1,0,0,0,0
39445,281.93,0.0,0.0,40,23,1105,0,0,0,0,0,0,0,1,0,0,0,0
46346,293.02,0.0,0.0,90,18,4500,0,0,0,0,0,0,0,1,0,0,0,0
25893,285.8,0.0,0.0,1,6,911,0,0,0,0,0,0,0,1,0,0,0,0
7271,293.51,0.0,0.0,48,5,2746,0,0,0,0,0,0,0,1,0,0,0,0
47920,290.97,5.42,0.0,90,16,6331,0,0,0,0,0,0,0,1,0,0,0,0
31125,272.296,0.0,0.0,12,4,402,0,0,0,0,0,0,0,1,0,0,0,0
46631,302.09,0.0,0.0,1,19,3567,0,0,0,0,0,0,0,1,0,0,0,0
20386,270.12,0.0,0.0,75,9,2484,0,0,0,0,0,0,0,1,0,0,0,0
38639,274.77,0.0,0.0,90,5,680,0,0,0,0,0,0,0,1,0,0,0,0
5387,273.58,0.0,0.0,90,5,2617,0,0,0,0,0,0,0,1,0,0,0,0
16724,298.57,0.0,0.0,75,15,5558,0,0,0,0,0,0,0,1,0,0,0,0
36063,300.28,0.0,0.0,40,18,5408,0,0,0,0,0,0,0,1,0,0,0,0
17209,294.36,0.0,0.0,1,11,4074,0,0,0,0,0,0,0,1,0,0,0,0
37724,284.15,0.0,0.0,40,11,4826,0,0,0,0,0,0,0,1,0,0,0,0
5568,279.36,0.0,0.0,1,4,284,0,0,0,0,0,0,0,1,0,0,0,0
2286,263.41,0.0,0.0,20,21,2795,0,0,0,0,0,0,0,1,0,0,0,0
6436,284.37,0.0,0.0,90,6,857,0,0,0,0,0,0,0,1,0,0,0,0
7921,289.11,0.0,0.0,0,7,6331,0,0,0,0,0,0,0,1,0,0,0,0
33284,276.71,0.0,0.0,90,23,1051,0,0,0,0,0,0,0,1,0,0,0,0
16479,295.47,0.0,0.0,75,0,1426,0,0,0,0,0,0,0,1,0,0,0,0
16770,299.7,0.0,0.0,1,13,5072,0,0,0,0,0,0,0,1,0,0,0,0
31001,280.65,0.0,0.0,1,15,5568,0,0,0,0,0,0,0,1,0,0,0,0
4017,270.46,0.0,0.0,90,13,5190,0,0,0,0,0,0,0,1,0,0,0,0
26182,294.1,0.0,0.0,1,10,4790,0,0,0,0,0,0,0,1,0,0,0,0
37848,289.02,0.0,0.0,90,14,4809,0,0,0,0,0,0,0,1,0,0,0,0
6765,283.23,0.25,0.0,92,7,6787,0,0,0,0,0,0,0,1,0,0,0,0
14722,285.85,0.0,0.0,1,5,2932,0,0,0,0,0,0,0,1,0,0,0,0
7667,292.65,25.32,0.0,8,6,958,0,0,0,0,0,0,0,1,0,0,0,0
46831,291.08,0.0,0.0,1,7,1277,0,0,0,0,0,0,0,1,0,0,0,0
2520,263.38,0.0,0.0,40,12,3951,0,0,0,0,0,0,0,1,0,0,0,0
3735,265.84,0.0,0.0,90,16,6425,0,0,0,0,0,0,0,1,0,0,0,0
4664,278.46,0.0,0.0,90,2,607,0,0,0,0,0,0,0,1,0,0,0,0
45912,294.0,0.0,0.0,40,1,407,0,0,0,0,0,0,0,1,0,0,0,0
41485,267.35,0.0,0.0,1,1,345,0,0,0,0,0,0,0,1,0,0,0,0
36518,296.28,0.0,0.0,75,15,5720,0,0,0,0,0,0,0,1,0,0,0,0
5076,271.13,0.0,0.0,90,4,366,0,0,0,0,0,0,0,1,0,0,0,0
33550,282.6,0.0,0.0,1,1,846,0,0,0,0,0,0,0,1,0,0,0,0
20942,276.81,0.0,0.0,40,15,4929,0,0,0,0,0,0,0,1,0,0,0,0
36144,289.29,0.0,0.0,1,1,431,0,0,0,0,0,0,0,1,0,0,0,0
