,holiday,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density
23892,7,288.48,0.0,0.0,75,3,571
431,7,280.66,0.0,0.0,92,21,2942
22012,7,279.95,0.0,0.0,5,18,4728
25415,7,301.18,0.0,0.0,75,17,5466
40519,7,275.15,0.0,0.0,90,23,1115
253,7,284.44,0.0,0.0,1,17,4477
16750,7,299.33,0.0,0.0,40,17,5808
2388,7,255.9,0.0,0.0,1,3,275
21907,7,271.51,0.0,0.0,90,0,1155
6928,7,292.36,0.0,0.0,64,23,1216
25617,7,299.781,0.0,0.0,0,23,2634
36017,7,286.88,0.0,0.0,40,3,350
30498,7,271.58,0.0,0.0,90,22,1783
11298,7,253.82,0.0,0.0,75,23,899
45625,7,293.94,0.0,0.0,1,23,2227
34016,7,291.55,0.0,0.0,75,21,2876
11397,7,268.32,0.0,0.0,64,2,524
32622,7,281.35,0.0,0.0,90,23,1424
26593,7,285.65,0.0,0.0,1,0,558
36195,7,291.69,0.0,0.0,75,22,3854
19513,7,282.42,0.0,0.0,90,19,2808
43040,7,271.89,0.0,0.0,90,17,3687
36412,7,288.3,0.0,0.0,1,1,847
19118,7,287.51,0.0,0.0,1,17,6349
26225,7,287.27,0.0,0.0,1,1,2
15671,7,303.45,0.0,0.0,90,18,4651
33937,7,290.15,0.0,0.0,75,19,3260
38142,7,287.95,0.0,0.0,75,20,3063
41766,7,272.43,0.0,0.0,20,17,5681
3665,7,262.08,0.0,0.0,1,18,4072
40471,7,276.58,0.0,0.0,75,19,3001
168,7,288.86,0.0,0.0,75,19,3418
7215,7,296.2,0.0,0.0,44,21,2764
38091,7,291.58,0.0,0.0,40,17,6057
15047,7,294.77,0.0,0.0,40,18,4560
32875,7,279.09,0.0,0.0,90,3,327
7708,7,293.9,0.0,0.0,0,3,348
7694,7,293.99,0.0,0.0,56,3,354
40657,4,262.54,0.0,0.0,90,0,600
31348,7,277.88,0.0,0.0,75,18,4580
41781,7,257.42,0.0,0.0,40,3,425
44960,7,300.08,0.0,0.0,75,17,6049
33187,7,280.37,0.0,0.0,1,2,628
26746,7,286.02,0.0,0.0,0,1,396
17404,7,298.24,0.0,0.0,1,21,3609
39249,7,272.56,0.0,0.0,5,19,3463
5697,7,277.89,0.0,0.0,90,21,2732
27977,7,288.62,0.0,0.0,1,18,4176
30768,7,272.01,0.0,0.0,75,20,3562
41258,7,252.15,0.0,0.0,5,3,429
6408,7,284.93,0.0,0.0,90,2,566
27960,7,281.9,0.0,0.0,1,1,502
14359,7,280.215,0.0,0.0,68,23,1321
29824,7,256.09,0.0,0.0,1,19,3368
5128,7,275.05,0.0,0.0,90,18,3205
16381,7,286.47,0.0,0.0,1,0,659
39612,7,272.48,0.0,0.0,90,21,3138
36860,7,287.68,0.0,0.0,1,2,661
2653,7,266.34,0.0,0.0,90,0,604
43114,7,273.22,0.0,0.0,1,2,259
18999,7,278.19,0.0,0.0,1,0,548
31626,7,260.22,0.0,0.0,1,3,345
7340,7,293.92,0.0,0.0,68,21,2892
7148,7,292.92,1.78,0.0,24,2,656
19734,7,273.44,0.0,0.0,90,18,4117
9264,7,287.02,0.0,0.0,92,19,4324
29043,7,265.78,0.0,0.0,90,19,2712
8953,7,287.15,0.0,0.0,90,2,516
45230,7,299.72,0.0,0.0,75,18,4676
19620,7,267.51,0.0,0.0,90,22,4549
12136,7,250.86,0.0,0.0,1,1,298
13235,7,272.68,0.25,0.0,90,23,1074
44415,7,297.8,0.0,0.0,5,22,3036
16626,7,292.4,0.25,0.0,90,23,1290
46371,7,294.22,0.0,0.0,40,19,3570
27178,7,275.788,0.0,0.0,0,1,656
26612,7,291.05,0.0,0.0,1,19,3154
12828,7,277.65,0.0,0.0,90,0,616
12752,7,270.77,0.0,0.0,90,19,3528
21296,7,265.35,0.0,0.0,90,2,427
5980,7,277.57,0.0,0.0,1,0,521
19673,7,278.73,0.0,0.0,90,20,3419
12296,7,265.65,0.0,0.0,90,17,3917
12517,7,255.45,0.0,0.0,1,19,3128
35446,7,298.75,0.0,0.0,90,17,6315
24815,7,300.45,0.0,0.0,40,17,3827
13590,7,288.7,0.0,0.0,90,19,3807
26768,7,292.29,0.0,0.0,48,0,448
35633,7,298.08,0.0,0.0,40,17,6062
21324,7,272.55,0.0,0.0,90,3,325
3743,7,258.89,0.0,0.0,75,2,220
41824,7,271.35,0.0,0.0,90,20,1520
17221,7,295.98,1.52,0.0,1,22,3498
15675,7,301.0,0.0,0.0,1,22,1777
5457,7,273.2,0.0,0.0,90,23,1179
28834,7,271.95,0.0,0.0,1,3,304
42460,7,274.75,0.0,0.0,90,22,3231
9059,7,285.15,0.0,0.0,90,19,3953
6599,7,295.07,0.0,0.0,90,19,3276
38165,7,291.73,0.0,0.0,40,19,3723
31999,7,276.35,0.0,0.0,90,1,447
2039,7,275.71,0.0,0.0,90,3,307
22579,7,286.3,0.0,0.0,90,18,4746
29361,7,272.34,0.0,0.0,1,20,2754
43979,7,287.65,0.0,0.0,75,18,5110
6260,7,292.57,0.0,0.0,90,21,2682
32484,7,290.89,0.0,0.0,1,1,849
6423,7,288.57,0.0,0.0,90,17,3180
41222,7,262.15,0.0,0.0,90,22,2892
46963,7,293.66,1.02,0.0,90,2,387
25544,7,291.19,0.0,0.0,0,22,3069
2090,7,274.98,0.0,0.0,90,17,3775
36963,7,281.0,0.0,0.0,1,3,335
21601,7,272.01,0.0,0.0,90,1,439
44252,7,287.03,0.0,0.0,1,23,1107
5383,7,274.29,0.0,0.0,90,3,301
24364,7,291.2,0.0,0.0,36,2,345
29557,7,267.62,0.0,0.0,1,3,584
36500,7,293.79,0.0,0.0,40,21,2579
36698,7,289.88,0.0,0.0,90,3,321
43463,7,282.49,0.0,0.0,1,19,4091
32547,7,274.72,0.0,0.0,90,21,1864
29317,7,268.93,0.0,0.0,1,0,635
10607,7,254.4,0.0,0.0,90,21,2366
14737,7,299.97,0.0,0.0,20,20,3251
13037,7,275.2,0.48,0.0,90,17,6068
18486,7,294.99,0.0,0.0,90,18,4930
15049,7,294.24,0.0,0.0,1,20,2858
27083,7,287.72,0.0,0.0,12,2,557
28649,7,275.87,0.0,0.0,90,21,2211
41008,7,276.15,0.0,0.0,75,20,3465
36980,7,294.93,0.0,0.0,1,19,3621
23995,7,292.83,0.0,0.0,75,17,5975
47054,7,297.81,1.78,0.0,40,18,3914
9911,7,281.32,0.0,0.0,90,19,3147
2098,7,274.52,0.0,0.0,90,19,2597
3360,7,258.13,0.0,0.0,99,1,326
16406,7,287.78,0.0,0.0,1,1,404
40938,7,269.07,0.0,0.0,90,21,2567
37656,7,291.41,0.0,0.0,90,18,3897
9949,7,271.64,0.0,0.0,90,3,311
32627,7,281.28,0.0,0.0,40,1,583
22818,7,278.44,0.0,0.0,90,3,332
11800,7,249.9,0.0,0.0,20,1,243
10329,7,274.44,0.0,0.0,64,2,272
16776,7,299.18,0.0,0.0,1,19,3487
18472,7,291.49,0.0,0.0,75,2,255
32151,7,274.02,0.0,0.0,1,3,366
16648,7,303.15,0.0,0.0,1,18,4466
23883,7,295.28,0.0,0.0,1,18,4795
34335,7,300.69,0.0,0.0,90,20,3076
21711,7,271.79,0.0,0.0,1,1,441
7791,7,303.06,0.0,0.0,8,21,3358
25150,7,307.2,0.0,0.0,20,17,4634
18756,7,288.02,0.0,0.0,1,17,4707
40326,7,256.22,0.0,0.0,5,18,4350
6456,7,287.01,0.0,0.0,90,2,268
22810,7,281.93,0.0,0.0,90,20,2820
37655,7,291.88,0.0,0.0,90,17,5599
3920,7,272.43,0.0,0.0,1,18,4564
5190,7,276.34,0.0,0.0,90,19,3149
2705,7,262.03,0.0,0.0,1,3,318
19453,7,276.44,0.0,0.0,90,22,1775
2507,7,264.45,0.0,0.0,90,1,752
8884,7,290.85,0.0,0.0,92,3,350
15780,7,295.51,0.0,0.0,75,23,2466
15480,7,297.19,0.0,0.0,0,18,3733
6021,7,293.74,0.0,0.0,1,17,6445
24996,7,296.494,0.0,0.0,68,18,3866
46887,7,291.8,0.0,0.0,20,23,1005
40789,7,278.15,0.0,0.0,40,17,5657
15750,7,299.0,0.0,0.0,90,17,5901
14641,7,297.03,0.0,0.0,90,20,2611
4280,7,268.69,0.0,0.0,40,22,1753
11630,7,256.45,0.0,0.0,64,20,2210
6511,7,287.31,0.0,0.0,90,1,369
38657,7,277.88,0.0,0.0,90,18,4411
20006,7,273.08,0.0,0.0,90,0,551
7142,7,297.79,0.0,0.0,0,19,3210
35733,7,301.72,0.0,0.0,40,17,6199
12540,7,262.91,0.0,0.0,20,18,4298
38092,7,291.44,0.0,0.0,40,18,4474
31554,7,273.15,0.0,0.0,90,3,325
1022,7,276.1,0.0,0.0,75,0,649
9392,7,285.63,0.0,0.0,1,2,271
34839,7,284.47,0.0,0.0,75,1,445
29189,7,261.75,0.0,0.0,90,17,3311
8830,7,294.48,0.0,0.0,20,20,2849
24389,7,286.58,0.6,0.0,80,3,425
15981,7,295.744,0.0,0.0,12,18,4415
20914,7,273.48,0.0,0.0,90,21,2834
19609,7,267.66,0.0,0.0,1,1,671
6453,7,287.59,0.0,0.0,90,23,975
33790,7,281.96,0.0,0.0,40,22,2864
19370,7,277.5,0.0,0.0,1,1,741
6431,7,285.99,0.0,0.0,90,1,514
29085,7,256.9,0.0,0.0,1,22,1403
4765,7,270.06,0.0,0.0,1,23,1349
7016,7,293.34,1.52,0.0,88,1,828
46554,7,294.65,0.0,0.0,1,2,336
26263,7,295.39,0.0,0.0,1,18,4112
36465,7,298.02,0.0,0.0,75,20,3275
10606,7,253.39,0.0,0.0,90,20,2769
7843,7,292.25,0.0,0.0,0,1,499
1265,7,274.4,0.0,0.0,1,22,2661
47497,7,285.49,0.0,0.0,1,0,550
37907,7,276.34,0.0,0.0,20,1,334
15860,7,291.46,0.0,0.0,1,1,1024
6631,7,284.0,0.0,0.0,90,1,355
47766,7,289.45,0.38,0.0,75,18,4000
27831,7,288.22,0.0,0.0,1,19,3392
43917,7,291.44,0.0,0.0,40,18,4545
29748,7,255.9,0.0,0.0,1,1,324
45312,7,299.82,0.0,0.0,75,17,5772
17439,7,294.49,25.46,0.0,90,21,2118
21396,7,278.41,0.0,0.0,1,23,1956
3980,7,270.79,0.0,0.0,90,22,2191
42949,7,261.69,0.0,0.0,1,3,352
45355,7,293.75,0.0,0.0,90,21,2674
2176,7,268.26,0.0,0.0,90,22,2137
5653,7,292.43,0.0,0.0,75,18,4541
20435,7,270.59,0.0,0.0,90,3,475
6427,7,286.95,0.0,0.0,90,21,2242
3075,7,256.54,0.0,0.0,20,23,1031
45671,7,301.02,0.0,0.0,40,21,2948
12753,7,270.02,0.0,0.0,90,20,2838
16938,7,300.39,0.0,0.0,90,18,4770
7385,7,300.11,0.0,0.0,1,18,5000
25347,7,292.85,0.0,0.0,40,21,2794
40652,7,263.41,0.0,0.0,90,22,2292
45209,7,295.8,0.0,0.0,75,21,3446
7126,7,295.52,7.54,0.0,76,3,380
34698,7,288.94,0.0,0.0,1,23,1286
32065,7,277.28,0.0,0.0,90,23,1896
27126,7,283.973,0.0,0.0,0,21,2456
28435,7,273.96,0.0,0.0,90,21,2373
2733,7,263.91,0.0,0.0,40,3,278
6024,7,294.49,0.0,0.0,1,20,3530
47643,7,293.91,0.0,0.0,1,0,699
942,7,278.74,0.0,0.0,90,18,3921
6758,7,284.69,0.0,0.0,92,2,321
17306,7,289.74,0.0,0.0,1,1,424
31664,7,267.09,0.0,0.0,40,17,5031
22465,7,285.79,0.0,0.0,1,2,323
33987,7,289.15,0.0,0.0,75,17,6011
7147,7,292.92,1.78,0.0,24,2,656
30667,7,275.02,0.0,0.0,75,17,5783
27781,7,281.53,0.0,0.0,75,21,2139
28606,7,281.69,0.0,0.0,90,17,5339
17056,7,299.59,0.0,0.0,1,18,3482
40279,7,251.14,0.0,0.0,1,0,477
11651,7,255.31,0.0,0.0,64,17,5850
44710,7,298.92,0.0,0.0,40,19,3510
45911,7,294.58,0.0,0.0,40,0,595
40795,7,275.23,0.0,0.0,1,23,1892
9542,7,277.98,0.53,0.0,44,3,396
20676,7,252.87,0.0,0.0,1,18,2891
11509,7,268.71,0.0,0.0,64,0,513
26405,7,294.53,0.0,0.0,1,23,851
19661,7,275.94,0.0,0.0,1,22,1884
39837,7,267.58,0.0,0.0,40,0,1230
38048,7,280.29,0.0,0.0,90,2,737
10175,7,267.89,0.0,0.0,64,18,4399
18287,7,297.52,0.0,0.0,1,22,1848
39556,7,265.08,0.0,0.0,90,18,4144
46891,7,291.16,0.0,0.0,90,3,336
34448,7,293.15,0.0,0.0,1,23,1183
40508,7,275.29,0.0,0.0,90,19,2986
37909,7,275.42,0.0,0.0,1,3,345
45206,7,297.58,0.0,0.0,75,18,4592
800,7,278.48,0.0,0.0,20,19,2711
7584,7,299.3,0.0,0.0,68,21,2871
24169,7,291.65,0.0,0.0,0,23,1284
1311,7,284.04,0.0,0.0,75,20,2644
35680,7,296.65,0.0,0.0,1,3,355
27339,7,291.613,0.0,0.0,12,21,3068
21833,7,280.36,0.0,0.0,90,1,400
26521,7,285.42,0.0,0.0,1,3,519
42723,7,276.38,0.0,0.0,1,22,1736
39906,7,276.72,0.0,0.0,1,22,1560
28051,7,282.97,0.0,0.0,1,20,2117
42385,7,275.8,0.0,0.0,1,19,4004
16065,7,291.02,8.89,0.0,40,2,626
954,7,278.5,0.0,0.0,90,23,1472
40773,7,272.08,0.0,0.0,1,1,333
9885,7,281.14,0.0,0.0,1,21,3862
13041,7,273.53,0.0,0.0,75,21,2616
13185,7,265.18,0.0,0.0,20,21,2303
7722,7,302.18,0.0,0.0,0,19,3528
580,7,289.06,0.0,0.0,90,19,3118
12207,7,264.88,0.0,0.0,90,0,548
42228,7,274.15,0.0,0.0,90,20,3223
37974,7,290.68,0.0,0.0,40,17,6372
31052,7,268.039,0.0,0.0,8,3,468
25151,7,306.28,0.0,0.0,1,18,3954
318,7,287.27,0.0,0.0,20,17,5957
25422,7,296.35,0.0,0.0,20,0,674
18402,7,284.6,0.0,0.0,1,1,656
43195,7,275.22,0.0,0.0,90,19,2882
3615,7,273.45,0.0,0.0,90,22,3814
26723,7,293.4,0.0,0.0,1,2,354
17377,7,299.53,0.0,0.0,1,21,2929
28358,7,273.95,0.0,0.0,90,3,378
37279,7,287.43,0.0,0.0,90,0,513
40174,7,260.46,0.0,0.0,90,21,2180
35591,7,293.29,0.0,0.0,1,2,771
15206,7,296.15,0.0,0.0,0,18,4569
15340,7,292.34,0.0,0.0,8,22,2074
26859,7,292.95,0.0,0.0,80,19,3608
22235,7,272.86,0.0,0.0,1,23,1116
41581,7,273.49,0.0,0.0,1,18,4284
39745,7,268.22,0.0,0.0,90,19,3139
39446,7,282.36,0.0,0.0,1,0,573
14520,7,297.06,0.0,0.0,92,19,3501
4847,7,275.96,0.0,0.0,1,3,312
43462,7,283.35,0.0,0.0,75,18,4959
3536,7,273.14,0.0,0.0,90,20,2452
22051,7,279.23,0.0,0.0,90,19,3348
31734,7,259.6,0.0,0.0,1,2,244
44200,7,296.35,0.0,0.0,1,22,2728
30466,7,272.858,0.0,0.0,68,19,2999
45723,7,296.89,0.0,0.0,20,22,2203
44992,7,299.16,0.0,0.0,1,23,2666
9744,7,276.04,0.0,0.0,64,0,1221
46302,7,288.94,0.0,0.0,1,3,352
9010,7,288.72,0.0,0.0,90,1,332
19878,7,273.94,0.0,0.0,1,2,290
36608,7,290.09,0.0,0.0,75,0,1507
20229,7,271.88,0.0,0.0,75,21,3259
47265,7,298.46,0.25,0.0,1,20,3233
17199,7,291.71,0.0,0.0,1,2,705
9265,7,287.01,0.0,0.0,92,20,3631
6048,7,303.83,0.0,0.0,1,20,3147
25439,7,303.37,0.0,0.0,40,17,5720
33341,7,286.35,0.0,0.0,90,22,2118
6259,7,292.57,0.0,0.0,90,21,2682
33140,7,274.58,0.0,0.0,90,3,477
25471,7,299.17,0.0,0.0,0,21,2360
29444,7,274.01,0.0,0.0,90,1,659
12571,7,251.77,0.0,0.0,90,1,401
24704,7,294.91,7.62,0.0,90,19,2821
3313,7,254.44,0.0,0.0,98,0,1103
39980,7,267.58,0.0,0.0,75,21,2773
47781,7,287.96,1.72,0.0,90,2,227
30632,7,272.96,0.0,0.0,90,22,1371
33654,7,287.75,0.0,0.0,40,2,261
3528,7,273.59,0.0,0.0,90,17,5789
19327,7,288.62,0.0,0.0,90,20,2783
28168,7,281.22,0.0,0.0,40,0,683
52,7,297.67,0.0,0.0,20,17,6057
39227,7,279.29,0.0,0.0,1,21,2802
1016,7,278.91,0.0,0.0,90,18,4688
12320,7,271.3,0.0,0.0,90,17,4282
21696,7,275.72,0.0,0.0,90,0,585
47690,7,297.41,0.0,0.0,1,23,2024
12304,7,267.9,0.0,0.0,90,1,358
46821,7,296.35,0.0,0.0,75,21,3442
41061,7,261.54,0.0,0.0,1,0,482
24462,7,294.39,0.0,0.0,1,1,1277
41887,7,270.08,0.0,0.0,1,1,329
42620,7,277.41,0.0,0.0,20,21,3967
45064,7,295.58,0.0,0.0,90,0,627
37166,7,296.82,0.0,0.0,1,0,755
16576,7,299.73,0.0,0.0,40,18,4670
1430,7,267.19,0.0,0.0,90,2,470
30023,7,259.08,0.0,0.0,75,19,3496
39983,7,267.08,0.0,0.0,90,0,771
680,7,276.43,0.0,0.0,90,19,4144
2453,7,265.98,0.0,0.0,90,18,4134
18041,3,295.02,0.0,0.0,90,0,973
17748,7,288.18,0.0,0.0,1,22,1770
7241,7,297.76,0.0,0.0,56,23,1403
16555,7,294.2,0.0,0.0,1,22,1951
44832,7,294.54,0.0,0.0,40,17,3589
36832,7,291.15,0.0,0.0,40,2,535
16712,7,295.16,0.0,0.0,40,3,371
42383,7,276.69,0.0,0.0,1,17,6023
45431,7,303.55,0.0,0.0,1,23,2465
31378,7,275.91,0.0,0.0,90,18,4867
35681,7,296.65,0.0,0.0,1,3,355
828,7,279.21,0.0,0.0,90,23,1222
31828,7,276.02,0.0,0.0,90,19,3764
36229,7,290.61,0.0,0.0,90,0,599
43341,7,268.79,0.0,0.0,90,23,706
18573,7,291.74,0.0,0.0,90,19,3627
25069,7,297.888,0.0,0.0,0,19,2992
9720,7,278.92,0.0,0.0,64,23,1733
29550,7,264.22,0.0,0.0,1,20,2626
38029,7,284.02,0.0,0.0,90,18,4564
44584,7,293.22,0.0,0.0,1,1,497
47463,7,289.44,1.02,0.0,40,21,2532
45857,7,301.79,0.0,0.0,20,20,3192
43266,7,268.95,0.0,0.0,90,19,881
41681,7,263.76,0.0,0.0,40,19,3012
3132,7,255.58,0.0,0.0,90,17,6303
29202,7,261.82,0.0,0.0,90,23,1057
7703,7,299.8,0.0,0.0,64,20,3032
36695,7,290.58,0.0,0.0,90,0,630
25372,7,293.84,0.0,0.0,20,22,2713
38094,7,286.75,0.0,0.0,1,20,2690
5973,7,283.38,0.0,0.0,75,17,2893
37854,7,287.89,0.0,0.0,5,20,3210
16628,7,292.24,0.0,0.0,90,1,492
34017,7,291.55,0.0,0.0,75,21,2876
2412,7,257.12,0.0,0.0,75,3,303
7656,7,298.78,0.0,0.0,8,23,2069
631,7,281.05,0.0,0.0,90,0,665
377,7,282.38,0.0,0.0,99,3,397
28864,7,273.75,0.0,0.0,90,3,370
10997,7,264.62,0.0,0.0,64,0,690
38070,7,281.87,0.0,0.0,90,20,2836
8860,7,302.36,0.0,0.0,0,20,2872
14766,7,295.87,0.0,0.0,40,1,842
8241,7,296.68,0.0,0.0,8,20,2637
42859,7,271.69,0.0,0.0,90,20,2159
39132,7,278.72,0.0,0.0,1,0,560
25859,7,290.62,0.0,0.0,100,1,772
4164,7,268.64,0.0,0.0,40,22,2648
3134,7,255.85,0.0,0.0,90,19,3062
28996,7,262.65,0.0,0.0,90,23,2455
31226,7,282.09,0.0,0.0,75,19,3289
36545,7,296.55,0.0,0.0,40,18,4678
24604,7,289.69,0.0,0.0,40,22,2498
44641,7,290.55,0.0,0.0,5,22,2808
12524,7,250.28,0.0,0.0,1,2,232
36606,7,290.79,0.0,0.0,90,23,3047
11279,7,247.15,0.0,0.0,1,2,209
30028,7,260.35,0.0,0.0,90,0,1341
30635,7,273.21,0.0,0.0,90,23,927
4792,7,278.74,0.0,0.0,90,3,329
26397,7,297.31,0.0,0.0,75,18,4044
23502,7,284.86,0.0,0.0,1,0,1689
35490,7,293.43,0.0,0.0,75,18,4617
1983,7,276.06,0.0,0.0,40,22,2074
7558,7,297.41,0.0,0.0,32,22,2036
12636,7,255.86,0.0,0.0,1,18,3319
4233,7,274.74,0.0,0.0,90,0,508
25735,7,293.04,0.0,0.0,0,21,2601
37526,7,284.81,0.0,0.0,5,21,2629
48202,7,282.09,0.0,0.0,90,22,1450
9836,7,278.04,0.0,0.0,64,21,3975
18321,7,297.01,0.76,0.0,40,1,368
4335,7,272.4,0.0,0.0,90,19,3572
22612,7,289.79,0.0,0.0,75,19,3634
33792,7,280.49,0.0,0.0,1,0,797
32357,7,282.02,0.0,0.0,1,23,1012
24735,7,302.0,0.0,0.0,20,18,4181
40052,7,263.22,0.0,0.0,75,20,2460
47641,7,295.32,0.0,0.0,5,22,1813
32988,7,280.9,0.0,0.0,1,3,343
14103,7,285.08,4.29,0.0,75,1,333
34948,7,296.21,0.0,0.0,90,17,5804
26954,7,288.16,0.0,0.0,88,18,4341
12488,7,261.67,0.0,0.0,90,17,5829
19737,7,273.08,0.0,0.0,90,0,448
26362,7,297.74,0.76,0.0,1,2,249
26099,7,288.88,0.0,0.0,90,3,443
43819,7,291.22,0.0,0.0,1,0,1446
43771,7,281.69,0.0,0.0,24,1,373
17353,7,297.21,0.0,0.0,1,21,3266
19203,7,275.58,0.0,0.0,90,17,5848
32115,7,276.65,0.0,0.0,90,22,2095
30372,7,274.71,0.0,0.0,90,3,388
44274,7,291.1,0.0,0.0,90,19,3249
39060,7,274.79,0.0,0.0,90,1,709
25592,7,294.25,0.0,0.0,24,22,1566
22997,7,281.82,0.0,0.0,1,3,326
45934,7,292.09,0.0,0.0,1,23,1242
39439,7,280.86,0.0,0.0,90,17,5014
29405,7,274.35,0.0,0.0,90,22,2313
47994,7,287.79,0.0,0.0,40,21,2985
34926,7,298.42,0.0,0.0,75,19,3499
31445,7,265.76,0.0,0.0,1,0,722
35613,7,289.87,0.0,0.0,1,0,661
16710,7,295.17,0.0,0.0,1,1,462
41357,7,262.41,0.0,0.0,90,18,4550
47267,7,296.95,0.25,0.0,1,22,2830
34096,7,286.42,0.0,0.0,90,1,906
8116,7,298.3,0.25,0.0,1,17,6168
48177,7,280.32,0.0,0.0,90,23,3856
21360,7,270.55,0.0,0.0,90,21,2503
13718,7,271.68,0.0,0.0,90,3,342
29241,7,251.76,0.0,0.0,1,21,2262
19581,7,274.82,0.0,0.0,90,2,271
36528,7,288.22,0.0,0.0,1,1,428
5167,7,274.07,0.0,0.0,90,21,2498
20025,7,274.15,0.0,0.0,90,0,587
7986,7,285.91,0.0,0.0,92,0,1371
33844,7,281.02,0.0,0.0,90,18,3770
42832,7,269.58,0.0,0.0,1,22,1682
12128,7,257.94,0.0,0.0,1,17,3711
21835,7,279.72,0.0,0.0,90,2,245
32769,7,285.68,0.0,0.0,1,21,2816
21858,7,276.49,0.0,0.0,90,2,267
41105,7,270.09,0.0,0.0,1,20,2885
903,7,275.67,0.0,0.0,75,1,1299
29525,7,265.95,0.0,0.0,90,19,2739
46120,7,292.29,0.0,0.0,1,2,297
40585,7,254.75,0.0,0.0,5,19,3348
46460,7,300.22,0.0,0.0,90,17,4555
15966,7,295.46,0.0,0.0,1,21,3274
22458,7,294.78,0.0,0.0,1,19,3777
8555,7,295.37,0.0,0.0,8,3,356
36715,7,294.16,0.0,0.0,20,20,3105
35564,7,295.22,0.0,0.0,90,0,1454
47071,7,290.21,1.78,0.0,1,2,614
12230,7,258.52,0.0,0.0,40,23,1153
35160,7,291.35,0.0,0.0,1,23,2461
24004,7,285.05,0.0,0.0,1,2,297
33002,7,293.22,0.0,0.0,90,17,6046
26005,7,289.19,0.0,0.0,1,3,408
3642,7,268.03,0.0,0.0,75,18,4668
32405,7,285.08,0.0,0.0,90,17,6258
45603,7,290.69,0.0,0.0,1,1,435
35979,7,290.95,0.0,0.0,75,22,3096
27754,7,287.1,0.0,0.0,1,18,4563
47302,7,294.59,0.25,0.0,1,3,386
167,7,290.13,0.0,0.0,90,18,4460
32511,7,286.03,0.0,0.0,75,22,1831
22461,7,290.45,0.0,0.0,1,22,2424
1522,7,264.75,0.0,0.0,75,2,245
12949,7,265.64,0.0,0.0,1,1,981
44859,7,296.61,0.0,0.0,75,17,3584
10707,7,253.76,0.0,0.0,64,19,2804
12927,7,267.72,0.0,0.0,75,3,355
40032,7,265.01,0.0,0.0,90,2,861
2637,7,265.37,0.0,0.0,90,18,4129
47364,7,295.27,0.44,0.0,90,19,3006
38295,7,283.42,0.0,0.0,5,17,6231
13286,7,275.78,0.0,0.0,20,2,579
10991,7,268.81,0.0,0.0,64,19,2696
4337,7,272.4,0.0,0.0,90,19,3572
26193,7,291.76,0.0,0.0,1,21,2344
47691,7,296.9,0.0,0.0,75,0,1179
46670,7,295.35,0.0,0.0,1,2,355
1686,7,276.06,0.0,0.0,90,19,3076
25974,7,292.86,0.51,0.0,90,1,337
24404,7,298.19,0.0,0.0,48,18,4804
20429,7,269.28,0.0,0.0,90,20,2492
47106,7,297.78,1.78,0.0,40,21,2330
23119,7,289.97,0.0,0.0,75,20,3436
11024,7,270.11,0.0,0.0,64,1,624
12730,7,268.78,0.0,0.0,20,21,2883
33272,7,276.65,0.0,0.0,90,17,5571
23923,7,289.56,0.0,0.0,90,1,797
35298,7,290.8,0.0,0.0,1,3,348
31384,7,273.71,0.0,0.0,90,21,2890
28576,7,280.62,0.0,0.0,90,3,298
13735,7,276.24,0.0,0.0,1,20,3067
42500,7,271.61,0.0,0.0,90,20,2741
43215,7,272.73,0.0,0.0,90,0,625
44126,7,296.51,0.0,0.0,1,20,3050
6932,7,291.34,0.38,0.0,32,1,456
2459,7,265.92,0.0,0.0,90,21,2614
14005,7,278.52,1.13,0.0,90,2,255
25765,7,292.64,0.0,0.0,12,3,349
40742,7,269.79,0.0,0.0,5,17,5676
35368,7,296.83,0.0,0.0,1,23,2239
44254,7,286.2,0.0,0.0,1,1,350
31050,7,267.785,0.0,0.0,0,1,504
10040,7,269.47,0.0,0.0,90,21,2524
11915,7,256.45,0.0,0.0,0,20,2930
41731,7,270.02,0.0,0.0,90,20,2736
20731,7,267.15,0.0,0.0,90,21,2338
18804,7,284.54,0.0,0.0,90,23,2228
24559,7,289.3,0.0,0.0,20,2,313
24678,7,293.16,0.0,0.0,40,0,1038
2503,7,262.73,0.0,0.0,20,21,2429
4006,7,268.09,0.0,0.0,90,1,712
12946,7,268.29,0.0,0.0,75,22,4358
26442,7,293.86,0.0,0.0,75,3,1
25661,7,298.46,0.0,0.0,88,19,3353
4948,7,277.44,0.0,0.0,90,23,1127
30548,7,269.51,0.0,0.0,1,0,1094
8192,7,286.55,0.0,0.0,0,2,321
13114,7,263.86,0.0,0.0,20,22,3289
8597,7,297.03,0.0,0.0,12,22,2158
32623,7,281.4,0.0,0.0,90,0,3075
20275,7,266.73,0.0,0.05,90,1,363
8894,7,300.15,0.0,0.0,1,18,4805
37007,7,286.01,0.0,0.0,1,22,2440
24142,7,295.39,0.0,0.0,20,20,3097
2652,7,266.34,0.0,0.0,90,0,604
5559,7,294.04,0.0,0.0,1,19,3582
35812,7,294.22,0.0,0.0,1,23,1433
40428,7,272.36,0.0,0.0,40,0,455
29336,7,275.86,0.0,0.0,90,19,3200
32055,7,279.22,0.0,0.0,90,17,4772
18000,7,301.24,0.0,0.0,40,20,3030
30400,7,274.96,0.0,0.0,90,22,2316
